2633,58,26,66,129,116,100,28,9,12,9
5028,7952,10999,10993,5219,1458,524,134,70,43,393
32926,6,1,7,5,10,14,8,7,10,9
4561,33,15,32,70,125,97,98,29,27,35
42447,,,,4,3,2,2,2,,2
40964,440,508,1360,2363,2337,1874,1093,624,291,213
28087,3,,2,7,12,9,7,,1,6
38493,5,1,3,7,7,19,14,11,8,7
35053,5,,5,1,3,,,,,1
16776,2,1,3,5,6,11,8,1,2,4
37982,26903,32278,65842,92279,63588,34838,23872,12385,7277,5930
43666,1,,,,3,2,,,,
18967,5,2,2,6,3,37,3,1,1,2
5602,4,,4,16,28,39,32,33,22,16
49961,1,,,,1,,,,,
33947,273,93,181,382,541,411,174,94,73,79
36720,1837,1440,2237,2094,1143,563,205,115,78,120
7633,5,1,1,7,3,7,6,6,3,6
570,7221,12987,20748,14966,5830,2394,954,337,149,126
31164,13,3,7,13,31,36,10,2,5,13
14807,5537,10600,16932,8823,2719,1059,351,134,66,123
6922,11532,16815,27783,26448,12996,6358,3787,1798,904,668
48187,,,,1,,2,,,1,
34836,115,104,186,388,370,224,82,32,33,36
184,299,433,1060,2047,1863,1241,613,275,123,81
22673,4110,4102,7243,7189,2757,1096,310,119,54,83
4166,124,175,425,794,447,202,53,44,20,14
4028,1330,2058,4218,5293,2659,1084,502,171,73,51
48910,2,,,2,1,5,2,1,1,2
1949,24,39,119,250,383,421,258,130,115,87
40641,1,,1,2,9,12,6,1,3,11
37343,4,,1,2,2,,2,1,,5
13509,3,5,1,2,2,9,4,4,,10
27949,5,2,4,11,35,36,42,22,14,9
7809,16,15,29,70,129,151,115,76,80,87
2348,56,38,59,155,176,166,100,55,65,76
30089,8,2,,8,12,11,40,8,7,20
4132,19,17,46,83,109,60,24,11,3,6
22865,4186,7491,18828,25531,12646,5835,2030,791,352,230
38594,7169,9480,17321,16377,6712,2642,1192,431,189,185
34402,121,46,106,289,545,866,771,532,445,335
25889,21,9,18,22,44,50,30,9,10,7
46328,,,,,,,,2,,
17521,13,,5,12,18,20,13,1,6,9
29733,5,,3,3,6,4,1,,,3
9343,4,,2,14,6,16,6,3,6,5
39344,5,,1,4,4,7,1,,1,2
41308,4,3,5,18,8,22,7,3,3,
15609,1310,1501,3665,6840,4918,2325,914,440,242,158
17443,8,3,2,5,16,20,2,5,1,5
42985,60,73,100,112,34,20,8,6,6,14
43551,2,,1,3,16,13,6,5,1,2
4705,1301,1743,3467,4683,2727,1362,449,196,105,109
24977,4,1,,6,5,6,13,4,2,6
48764,7,4,19,40,38,27,7,3,2,2
24045,4,,1,7,10,20,6,7,3,6
19859,249,229,424,689,455,258,84,47,21,40
38487,16,2,13,20,39,45,18,11,4,7
33335,45,30,34,35,12,19,6,4,6,6
49820,,,,,,,,,,
12901,3,,3,13,10,15,7,4,2,4
36782,37,12,36,86,69,41,18,16,8,10
10504,614,515,859,1602,896,535,136,53,27,54
13163,191,254,530,787,467,283,46,17,10,21
1830,840,1239,2108,1876,894,373,118,43,24,25
350,2042,2298,4432,6019,3527,1694,414,213,89,69
8496,22,8,30,70,96,98,37,17,8,12
12865,35,23,60,122,175,287,116,93,70,73
23677,11,,,5,6,20,15,13,22,38
38855,4,,2,6,16,51,21,5,6,7
1419,258,523,1332,1578,632,228,57,13,7,14
41399,48,29,49,152,276,341,73,41,30,17
31630,2122,2893,6860,13281,11348,7123,4364,2272,1101,685
38010,6,,1,4,5,11,1,,1,11
30445,37,24,63,137,186,100,41,18,4,6
43594,1,,,,4,,,,,
48652,66,39,116,265,323,283,149,88,62,59
1979,39,52,192,439,544,361,150,54,35,27
30160,16,,7,4,21,41,35,29,21,27
36066,7,2,3,8,5,26,23,11,5,9
22043,84704,81326,110333,99632,52793,29714,14656,6740,3803,3475
2395,65,34,73,144,190,227,134,68,51,65
2452,212,407,834,1099,674,293,84,41,15,10
1031,21,17,39,144,219,250,203,112,86,59
9383,14,7,14,16,4,9,3,4,2,8
38121,10,,,6,9,6,9,11,4,17
36124,3883,3852,7526,12964,11943,7603,5263,2888,1727,1160
12907,43,50,112,350,446,428,174,88,53,26
3005,86,123,320,518,414,243,92,47,30,16
23971,11,,3,5,5,12,2,4,1,8
2782,350,135,361,843,1291,1311,723,366,180,163
33513,4783,4498,8689,11223,5695,2649,892,379,211,226
38735,2291,3914,8807,14518,10742,5855,3309,1952,1077,954
28285,6782,7483,16477,21266,9158,4045,1277,579,289,192
37915,14,7,14,34,27,32,23,21,21,16
675,45,25,64,163,181,239,165,94,93,76
32886,64,22,48,98,171,227,107,70,65,61
3574,617,1012,2119,2940,1960,1095,394,181,74,67
2518,129,171,289,346,170,98,30,19,6,7
9689,8,3,8,51,56,103,52,32,16,18
7619,65,67,176,290,215,119,26,20,12,17
26221,5,,5,4,1,,,1,,1
50203,,,,,,,,,,
49423,,,,,,,,,,
43602,3,,2,2,8,17,4,7,5,4
3022,16,13,35,72,69,31,18,4,8,6
3640,22,12,33,81,120,104,65,60,33,34
36673,6,,1,2,5,12,15,17,2,11
36683,731,341,654,1328,1193,594,131,62,53,63
35928,7248,8596,15856,24913,17800,9844,5536,2375,1435,1051
40009,7,1,3,11,18,17,4,4,7,8
34475,51,34,71,212,183,88,31,20,12,8
3456,988,1339,3054,4846,3257,1822,677,280,178,118
20,299744,316352,459877,370930,136580,57130,18572,7316,4236,6818
12359,14,3,6,21,23,33,18,4,5,7
10419,484,456,967,1291,697,399,130,83,33,42
6571,5,3,13,39,55,61,19,4,7,5
29455,13,2,2,12,20,70,29,26,14,14
35821,2917,5540,14004,13982,5735,2447,802,324,143,109
33034,896,1121,2684,2912,983,405,111,36,24,28
28573,5,1,2,4,4,,,,,1
33173,144,134,392,943,612,278,72,25,5,12
1215,667,1231,2767,3794,1897,854,242,93,51,38
36858,19,16,54,143,135,96,24,13,10,10
43489,,,,1,5,6,6,3,3,2
24843,8,2,1,10,21,40,28,22,18,20
24109,10,7,30,85,118,90,40,8,8,11
39677,1,,,2,10,3,2,2,,8
35823,2594,4930,13987,15778,4878,1595,218,95,29,36
572,46494,53745,55907,30334,9753,3558,1189,407,190,423
632,167,232,550,851,498,263,84,37,15,17
11873,21,13,17,60,65,43,13,9,9,5
20093,5,4,2,8,19,19,8,8,1,6
36672,9,2,4,14,23,44,19,14,5,8
2249,33,45,116,361,493,509,296,157,87,42
3467,4621,7640,15502,18605,9918,5013,1851,760,378,227
4490,36,32,71,124,136,89,40,33,15,15
27577,7,4,1,4,7,14,1,3,2,7
29687,31,5,8,33,32,41,22,14,14,13
40137,53,57,110,235,283,293,208,137,116,100
34019,4164,5677,14604,22882,11831,5524,2402,1065,490,360
712,437,715,1432,1827,950,481,139,64,33,28
37263,7,,3,6,8,8,2,6,,4
31741,23013,44237,80645,55894,17682,6205,1863,734,265,280
551,2886,4670,9973,10714,4273,1572,564,231,99,88
49995,2,2,4,2,10,11,,2,,4
8630,9253,15170,34422,55116,35124,18452,8095,3631,1759,1071
31919,126,76,97,162,93,57,19,7,9,6
33044,8,,3,5,16,19,16,10,4,20
36811,5,,3,6,6,21,9,8,10,12
2419,42,72,247,513,453,234,93,20,17,15
34790,3,,1,2,4,16,6,,5,3
3628,43,19,45,89,108,112,63,31,17,27
39794,98,62,171,281,307,184,88,43,40,38
23125,4,,2,9,2,4,1,,,3
2727,26,29,74,187,229,195,98,65,31,31
49936,2,,,8,4,8,1,1,1,3
28297,34037,57183,89713,61143,23115,9843,3154,1170,639,559
28749,8,1,1,2,7,4,2,1,,4
26153,6,,7,5,,5,2,,,4
33219,182,108,265,584,627,385,218,106,39,41
6379,159,250,779,1163,560,233,68,22,6,12
247,512,777,1392,2030,1262,765,308,109,59,50
613,158,186,390,515,293,189,85,28,19,13
20117,14,1,14,7,26,29,18,6,7,10
48548,6,2,2,,1,,,,,
8141,20,3,26,36,46,21,12,3,4,5
39378,3,,,4,,,,,,3
48544,1,,,2,3,2,1,2,2,3
40840,2,1,1,5,13,18,5,4,,8
749,22,15,53,91,104,132,36,21,10,9
34223,49,5,10,20,51,61,81,145,226,586
28117,3,,,11,8,6,6,2,1,4
840,243,382,1052,2132,1693,996,299,133,95,43
23047,303,238,533,810,589,356,130,52,38,34
2833,13,20,35,100,131,100,62,27,14,16
25341,783,928,2079,2163,807,280,45,20,13,19
35295,7,1,,2,2,11,4,6,2,6
25101,5,,3,4,13,14,11,10,5,9
49569,25,13,19,20,4,,1,1,1,3
34589,22,17,57,155,131,66,17,11,6,4
49199,4,3,4,4,12,19,5,2,2,8
30051,6,2,5,11,5,10,,3,1,3
32887,10981,16400,41567,63495,32502,14510,6179,2569,1268,907
19995,5,,1,7,3,15,7,4,3,14
37096,12,5,5,17,19,14,5,7,4,12
3705,42,21,43,83,161,168,100,63,34,35
33654,8028,8834,15608,18558,9552,4811,1976,906,479,462
2112,1658,3030,5607,5255,2370,995,394,135,69,52
10691,169,116,274,626,778,648,286,179,74,94
3421,237,245,401,599,365,185,41,26,12,13
38012,4,2,1,25,37,49,16,6,3,6
4651,130,74,146,195,125,90,23,8,6,6
4851,95,137,424,599,329,158,41,15,4,13
218,1456,2803,5134,5103,2197,1006,363,139,54,49
3785,27118,37559,59287,48536,21321,8982,5841,2549,1187,1107
35343,105,81,202,356,448,275,107,66,31,24
44212,,,,,,,,,,
3675,18,13,45,117,137,105,61,47,22,15
39584,123,123,279,526,720,556,319,189,84,65
41286,39,30,63,159,148,91,37,13,13,13
8890,9,7,16,21,37,31,13,6,6,9
40598,5,1,4,7,29,27,12,10,8,9
37450,170060,252499,255902,128076,45352,20309,9087,3905,2129,2522
30131,3,,2,7,5,10,6,5,3,5
232,38762,41998,53873,39643,14542,5769,1429,578,318,507
5233,1244,1896,3842,4287,1942,768,298,109,50,45
18227,5,,3,4,8,16,17,4,12,14
3912,22,8,28,66,87,105,63,41,23,28
34658,3700,2793,6174,10553,6299,3402,1401,731,395,326
32408,3,,2,8,12,16,14,9,6,11
33145,122,30,48,138,158,110,31,25,9,14
695,85,104,261,558,678,601,306,186,121,76
38403,11,2,2,11,10,7,3,1,2,8
26235,5,,6,3,4,4,3,,3,4
33398,10,,7,7,8,5,6,6,6,20
9958,1137,1675,3995,5672,2695,1126,473,177,83,45
37347,22899,38607,96703,125899,56438,22455,8841,3448,1406,946
1778,178,115,243,329,195,105,26,11,9,17
11067,319,271,492,819,625,385,138,67,50,46
50854,,,,,,,,,,
245,100342,108991,83987,38074,11318,4243,1698,756,456,1040
2972,26,12,23,58,94,144,164,121,91,67
6855,38,26,61,80,75,36,19,8,4,9
35909,14,8,19,32,36,33,9,9,6,9
37422,129,96,262,562,564,299,70,38,17,27
49967,2,,,,,,,1,,
41093,380,215,506,991,834,444,234,116,42,50
42380,17,16,31,49,73,50,10,4,5,5
21831,19,5,4,17,48,97,47,62,30,44
39406,3,,2,2,,1,,,,
22845,5,1,4,4,3,4,3,2,1,3
30970,9,,1,5,3,2,,,,3
44007,1,,,2,2,2,,1,,2
48004,1,,,1,1,,,,,1
21349,265,242,379,490,367,233,114,56,42,56
19747,13,3,3,9,6,26,19,21,14,24
42044,28,28,54,154,210,128,23,16,13,17
24987,303,275,602,1090,879,458,162,85,56,57
10016,70,165,543,1084,831,419,132,68,27,19
45587,129,72,115,313,543,677,395,246,202,175
40738,132,175,512,1303,1895,1695,661,316,128,111
32663,16,4,13,20,38,23,5,5,2,5
1582,36,66,143,288,277,187,75,30,33,10
36342,83,62,171,298,193,64,18,14,3,7
3757,29,24,76,118,146,111,40,13,13,5
2803,114,100,184,260,142,68,32,14,8,13
37691,5,,1,1,10,13,17,7,5,8
1943,33007,55298,70580,42123,14854,5795,2304,755,542,642
42284,137,140,306,331,114,78,19,7,12,19
4514,84,54,123,276,174,112,36,23,10,8
35635,31,17,56,90,146,100,53,44,19,21
8815,57,43,61,138,157,106,34,20,16,26
7303,509,362,622,683,316,145,31,17,9,25
43542,1,,,1,1,2,,,,
1375,876,943,1390,1406,628,274,77,39,13,26
23393,13,8,18,39,47,44,8,7,7,7
34997,6,1,1,15,31,36,21,14,10,6
4644,19,9,9,29,45,75,38,26,27,25
37932,4101,6442,11978,7239,2096,637,230,70,52,106
9421,8,15,24,47,44,18,8,8,3,6
34445,1907,2149,3816,3226,1386,606,221,117,44,46
585,31294,39689,48721,29437,9442,3258,903,328,126,224
1162,38,54,126,264,301,186,102,50,29,16
36808,6,,2,2,12,23,6,6,2,36
4615,16,15,41,72,89,97,26,15,9,8
38219,4,,2,8,3,9,2,3,,5
1819,19,14,41,124,196,242,143,100,45,28
7713,6,3,8,9,28,28,20,9,15,11
43341,1,,,3,3,3,2,,,
38425,131,104,262,605,583,276,122,84,40,43
40901,69,63,223,498,388,166,50,17,15,15
1369,1075,1091,2023,2921,1709,742,231,85,51,38
25143,912,992,1874,2842,2007,1039,442,236,147,91
40727,4,1,10,21,28,28,19,10,6,6
779,5188,6741,12528,10303,3272,1095,207,74,30,63
10720,83,158,273,433,285,147,38,29,15,19
33884,5,2,4,7,19,35,7,7,3,11
29293,17,5,15,24,56,83,82,60,67,62
29979,98,10,21,30,58,124,105,118,185,330
38088,2515,2997,3710,2069,764,281,128,63,35,57
28927,41920,63216,120774,109217,42065,16372,6355,2661,1162,795
41117,1,,,1,5,4,3,3,,3
49154,,,,,,,,,,
41854,10,6,14,31,46,22,5,4,2,3
31953,13198,25888,59253,55083,19854,7848,2244,825,365,359
36197,17,10,26,76,59,37,17,8,4,12
27911,563,1014,2523,4637,3908,2179,817,328,213,113
33011,123,94,342,738,997,816,338,135,88,77
40246,252,106,228,349,233,117,26,16,14,18
457,72297,72210,58895,27647,9760,4558,1646,624,328,835
38093,3,,,3,,6,1,2,27,4
27915,8,,5,7,20,20,15,4,3,7
14583,78,57,187,435,490,318,89,55,29,21
23861,6,1,2,6,12,14,4,1,2,4
49742,,,,,,,,,,
6131,23,21,41,106,147,156,98,61,67,71
28689,10,,,3,5,6,5,3,1,4
3388,49,42,94,203,149,83,25,9,9,10
4205,288,472,1259,2364,1306,525,156,37,25,27
40321,48,19,58,107,79,43,12,7,5,8
38773,6,,2,5,14,26,23,30,24,30
3602,88,101,228,396,329,179,88,30,23,21
9533,5,1,5,10,7,11,,3,4,4
40979,591,545,1123,1744,1104,508,222,103,51,49
5529,477,300,577,1126,1254,878,287,134,86,48
33708,31,5,20,46,54,81,40,24,9,38
12763,27,1,9,17,35,25,19,5,2,13
39125,4,,1,2,3,1,,1,,7
40573,4,,2,5,10,15,9,4,2,6
1161,77,107,318,567,407,241,120,36,18,20
