anime_id,watching,completed,on-hold,dropped,plan to watch,total
4591,290,1349,213,331,2450,4633
32596,53,74,45,117,298,587
23153,513,7141,316,172,4093,12235
1118,834,154170,268,302,4160,159734
5420,4738,20644,3720,2644,45184,76930
6772,1541,57809,725,523,20044,80642
36757,19,218,6,31,153,427
38003,26510,313659,9824,4401,112176,466570
28539,695,10898,319,256,10260,22428
30025,12,48,3,51,51,165
15525,10,321,6,43,112,492
2427,104,2753,49,90,1810,4806
30034,13,75,8,56,96,248
21963,12,102,5,62,81,262
47250,12190,21193,3780,13213,33844,84220
5967,202,4885,127,234,1311,6759
36184,316,258,120,94,1194,1982
11543,22,1801,8,33,177,2041
10904,37,408,26,94,461,1026
23857,23,93,10,66,105,297
23899,17,111,12,61,182,383
42807,6,82,1,5,22,116
178,1345,16477,1443,1698,9306,30269
42047,9,142,4,23,72,250
33690,902,4442,402,2445,4324,12515
31689,14,885,5,38,86,1028
733,253,7837,141,230,2293,10754
34277,1226,47279,479,267,18901,68152
25857,80,1050,45,93,860,2128
34453,415,4164,100,190,3314,8183
2928,354,13578,268,291,6030,20521
31049,1604,16726,1029,2435,3004,24798
35115,33,445,15,55,269,817
21773,261,7727,107,132,2515,10742
39343,3,43,4,22,43,115
670,1556,22276,1249,1853,12430,39364
1629,1159,6608,832,1076,11706,21381
16574,114,2491,114,166,1871,4756
41402,41635,98331,5156,2950,56164,204236
38864,100,1759,70,140,1356,3425
45611,7,101,2,26,52,188
7030,15,1109,8,49,174,1355
41637,14,176,13,27,91,321
44081,0,0,0,0,2509,2509
8936,22,942,15,37,477,1493
28249,25341,183450,17137,19051,95226,340205
7122,45,356,49,86,767,1303
41813,3,19,6,51,60,139
49918,9,1,12,2,135005,135029
4161,143,787,75,124,809,1938
37335,15,52,5,39,50,161
31235,31,56,18,45,454,604
41904,0,64,1,3,21,89
34257,1016,6997,460,740,7552,16765
30648,22,333,13,53,237,658
35222,17954,169291,7268,6516,63826,264855
16510,31,102,9,44,312,498
48896,0,0,0,0,13101,13101
7154,52,266,33,71,273,695
43220,1,12,1,7,9,30
4073,54,478,41,96,368,1037
24049,22,145,12,28,135,342
35533,12,102,1,16,41,172
33150,68,650,59,105,966,1848
20799,13,113,6,49,135,316
37437,0,0,0,0,2969,2969
1148,402,3057,196,260,4749,8664
11807,766,3111,366,304,2312,6859
30342,22,86,9,81,122,320
39116,32,237,11,28,176,484
4921,138,3903,65,107,1547,5760
8115,613,9844,316,207,12630,23610
34787,566,1710,248,427,2485,5436
32437,349,4269,206,246,3531,8601
5681,7624,346258,2803,1421,114833,472939
19457,17,69,8,56,78,228
48033,0,3,0,8,16,27
14631,9,101,5,64,129,308
29988,9,358,7,38,85,497
42153,7,35,4,22,72,140
24089,22,150,18,38,211,439
42192,41819,48594,9036,14025,66512,179986
3019,96,3124,89,85,1983,5377
38385,6,333,3,16,99,457
38957,20,946,10,18,191,1185
32805,625,2144,450,1209,1629,6057
37520,110280,545741,43737,31528,230486,961772
37078,3400,66957,677,588,21065,92687
3900,131,455,123,185,1017,1911
23569,8,37,6,49,184,284
37356,15,666,8,14,147,850
21275,19,117,10,57,99,302
37853,9,148,1,16,47,221
34050,46,585,14,47,405,1097
12823,356,11441,314,270,6361,18742
4731,124,599,74,122,504,1423
11421,13,109,13,71,125,331
23633,10,65,11,74,85,245
49991,4,16,1,13,30,64
20381,30,423,17,80,418,968
48344,1,11,2,24,22,60
39888,3,140,2,16,39,200
29207,7,85,2,41,59,194
3970,826,6175,396,352,2447,10196
7696,33,224,12,43,278,590
7781,73,117,54,86,2888,3218
23721,21,112,13,65,137,348
30919,219,6101,128,91,2834,9373
30058,12,249,3,35,93,392
33542,63,186,29,60,255,593
20035,534,15332,330,182,6467,22845
29752,14,149,9,64,117,353
15749,94,121,153,151,191,710
30664,8,273,6,34,78,399
13455,20,96,8,84,129,337
31772,13158,222930,5341,2351,29478,273258
18557,46,512,26,62,528,1174
40124,52,193,32,46,866,1189
20227,9,58,5,47,72,191
37539,13,122,1,18,69,223
44511,18,3,18,0,346128,346167
2771,105,324,121,175,1088,1813
6524,11,135,7,50,79,282
4934,42,673,21,68,388,1192
8217,564,5815,462,550,2805,10196
44163,0,8,0,9,13,30
33420,61,1863,19,64,404,2411
19211,888,29628,575,287,6693,38071
39527,1190,4627,494,3427,7832,17570
37193,6,83,1,21,23,134
2546,126,2058,119,200,1118,3621
32447,2932,17159,1069,4329,14333,39822
36656,11,35,5,69,53,173
4387,67,1290,45,82,585,2069
26085,1930,22625,883,2783,10444,38665
9924,173,3789,117,103,1565,5747
38145,12629,91179,5295,6265,47707,163075
38500,7,148,1,10,30,196
1966,87,1178,54,112,1213,2644
33389,41,141,33,45,723,983
18151,508,2653,269,223,1447,5100
36220,9702,99586,3632,3120,73088,189128
32167,9,131,0,26,29,195
21441,64,3434,25,34,483,4040
34863,1631,9730,732,877,12841,25811
42846,6,51,0,4,14,75
7580,1859,26408,1134,1317,14637,45355
89,1426,11339,1208,678,8788,23439
42618,4,87,2,7,23,123
19631,1011,6194,549,470,3006,11230
577,379,3004,391,566,3483,7823
10741,17,101,11,45,203,377
16650,19,129,13,70,166,397
17855,145,6020,68,66,1834,8133
33465,15,75,4,36,86,216
21875,40,831,11,34,353,1269
16592,30091,617315,14244,22454,143469,827573
28353,8,50,3,31,51,143
44073,0,0,0,0,180,180
43571,0,8,0,5,14,27
1169,171,2666,131,84,2621,5673
33888,10,112,2,35,51,210
40595,24797,114489,6381,14253,57130,217050
48008,0,6,1,17,12,36
34792,1258,19675,522,240,22231,43926
36394,8,80,3,21,25,137
34240,4184,266320,644,514,30001,301663
34368,3477,16800,1883,7031,14604,43795
25517,8007,63534,5855,5578,26997,109971
2466,54,738,36,40,478,1346
31338,20205,226160,6660,18841,52552,324418
32476,154,1906,99,128,2530,4817
48432,9,224,2,20,65,320
4420,25,671,6,49,296,1047
38099,38,0,11,67,77,193
33546,151,1287,60,80,1191,2769
36318,4414,41384,1423,1953,7660,56834
1620,108,972,72,110,915,2177
10717,805,24243,357,202,10152,35759
22637,12,133,7,43,84,279
38831,615,1526,235,224,954,3554
32282,40804,842424,11547,9579,88926,993280
33872,15,220,3,25,88,351
40292,14,786,7,33,137,977
9568,102,1179,56,57,1238,2632
1632,289,2843,182,150,1228,4692
15793,2635,33991,1479,1358,14368,53831
38819,6,274,1,24,56,361
36167,5,56,3,25,46,135
29573,668,4550,372,260,1976,7826
24457,134,1183,101,110,1219,2747
40338,11,571,3,14,90,689
37491,7253,94216,2213,1350,51504,156536
38872,4,56,5,42,93,200
14827,1435,14565,827,1221,10097,28145
4503,244,3721,243,250,2448,6906
29635,8,328,6,37,91,470
44961,131674,5,10585,31873,123024,297161
28551,4,49,3,54,50,160
36077,298,2716,106,112,4864,8096
15591,305,13766,207,126,5373,19777
38250,916,1354,498,429,4289,7486
48100,0,4,0,10,15,29
34544,2672,66562,901,412,33679,104226
6438,315,15785,146,205,2695,19146
22729,18350,332077,10196,16431,96105,473159
35522,146,2760,55,46,1282,4289
39165,15,1645,2,19,104,1785
5546,60,282,34,78,304,758
39555,3597,101671,926,824,20570,127588
8026,127,4786,59,67,1502,6541
41768,6,414,1,8,51,480
50098,27,1327,13,21,231,1619
41099,43,971,19,35,341,1409
3336,64,1523,52,73,1397,3109
41449,6,238,4,17,40,305
22901,394,2028,186,155,955,3718
45521,1,9,0,11,18,39
39478,844,4167,497,568,10935,17011
44270,178,2867,101,76,1569,4791
6482,24,121,20,76,301,542
36638,13,161,2,20,85,281
49849,0,0,0,0,968,968
393,1205,40699,708,567,19588,62767
38087,44,127,29,76,686,962
17082,3040,46273,1459,2067,27507,80346
26309,11,38,3,43,68,163
24053,13,149,3,21,82,268
20471,0,0,0,0,6137,6137
17137,112,1268,60,70,1483,2993
49898,2,64,0,2,11,79
36081,8,123,2,11,31,175
2710,27,283,8,68,192,578
5834,110,442,108,167,1375,2202
3063,131,1059,79,107,600,1976
43260,0,7,2,8,9,26
35587,3,196,1,13,51,264
2636,16,201,13,43,126,399
10030,10612,244765,7014,4173,55705,322269
30091,7373,46024,4759,18616,26561,103333
9201,2312,45111,1241,896,12362,61922
7139,39,604,19,42,398,1102
23613,15,77,3,66,82,243
1764,247,12157,171,145,3802,16522
39862,7,95,0,25,78,205
31738,55,872,13,48,337,1325
29177,11,132,2,35,46,226
2047,50,2813,23,64,808,3758
37732,6,100,3,8,30,147
37672,170,2111,51,91,824,3247
31237,14,56,6,81,88,245
35695,48,0,18,71,72,209
38664,234,5320,84,74,3193,8905
39820,19,62,9,104,66,260
36385,8,66,3,21,28,126
23735,339,4547,186,177,2161,7410
2387,113,1758,81,87,2177,4216
42214,5,31,2,22,54,114
22633,13,112,9,69,135,338
1608,476,3429,324,404,4138,8771
13799,107,6174,106,130,2008,8525
30446,12,273,3,37,95,420
41884,1005,0,75,109,553,1742
31547,22,53,5,49,100,229
16606,27,2539,7,47,189,2809
2484,177,1327,164,196,1190,3054
2616,42,2719,29,52,894,3736
12497,20,231,6,36,120,413
5279,749,42159,429,246,8514,52097
19731,13,197,5,37,144,396
4884,7420,57066,6335,6928,38418,116167
163,229,4349,245,479,1705,7007
50088,2,52,0,3,14,71
45055,14412,36879,1896,2697,33573,89457
1760,417,8577,190,173,6213,15570
39551,70351,461841,6429,4309,143200,686130
190,870,69332,617,501,9661,80981
6277,58,523,74,176,462,1293
12833,22,68,6,51,150,297
33803,490,2513,273,918,1699,5893
3755,22,536,10,58,272,898
37431,18,316,11,48,208,601
33826,8,22,3,44,40,117
5395,72,363,51,77,605,1168
48575,18,99,5,26,125,273
9136,3570,86570,2566,1624,19911,114241
35134,468,3623,241,215,11618,16165
2781,116,977,104,179,1371,2747
10690,169,2976,103,79,3302,6629
39307,3,11,1,31,25,71
50739,3,0,0,0,5622,5625
5578,178,3321,163,122,1450,5234
41293,4,137,3,14,37,195
14951,138,10940,78,107,1688,12951
1690,7878,54636,6735,6151,94783,170183
4554,62,284,56,107,548,1057
9869,8,97,3,42,87,237
34197,272,1436,155,186,4535,6584
39119,7,33,6,44,75,165
3320,51,851,40,52,713,1707
40953,10,28,9,51,82,180
40022,2872,1,1010,395,1652,5930
38024,62,590,30,51,504,1237
44408,0,0,0,0,362,362
31964,114231,2222806,24755,29200,154741,2545733
49164,0,0,0,0,1007,1007
6641,65,1898,19,41,912,2935
33157,1301,17197,754,342,10698,30292
31361,20,52,4,82,180,338
29978,62,13278,29,108,660,14137
32144,38,115,6,44,201,404
3659,22,273,18,52,235,600
21041,18,2045,11,39,279,2392
5212,604,3181,310,269,2020,6384
33876,16,191,12,46,192,457
9098,50,718,48,105,891,1812
16345,34,340,14,44,282,714
2448,572,16035,392,275,9970,27244
4080,2153,16752,1694,1006,9574,31179
33050,5940,150895,1639,646,96837,255957
11745,891,6264,458,389,2606,10608
2528,111,1106,73,70,1189,2549
48374,49,106,42,38,229,464
24765,22926,229572,14987,16408,111365,395258
33850,3137,12145,1163,3504,15156,35105
32790,8,329,3,29,76,445
4555,357,2720,205,230,1103,4615
47122,1,6,0,11,16,34
706,299,5016,409,486,2838,9048
18479,41,283,33,105,247,709
17321,8,66,2,58,82,216
33773,13,47,2,33,58,153
39620,174,1228,77,716,506,2701
30016,23745,155880,12666,20478,73775,286544
28401,53,388,59,134,368,1002
36494,242,4813,108,144,2228,7535
13587,537,30765,317,200,10862,42681
25781,9611,358580,2962,1176,57408,429737
37168,6,47,2,27,53,135
37308,224,2547,145,146,2655,5717
49448,477,0,36,52,245,810
10271,6585,110057,3943,2337,44596,167518
19775,8630,128106,5174,7249,62286,211445
8634,1568,53634,377,564,7304,63447
31020,12,51,5,55,69,192
34532,264,2445,198,159,6515,9581
32861,10,224,0,17,46,297
6183,28,432,10,47,338,855
49109,3,0,1,0,27918,27922
45530,1,10,1,14,16,42
200,1746,10310,1632,1690,9642,25020
587,2489,57998,1723,1514,30255,93979
35030,8,19,1,35,42,105
37528,7,282,2,20,115,426
33827,7,34,2,38,35,116
12447,499,5711,592,480,4033,11315
42106,249,1639,83,80,3590,5641
6527,94,2688,68,93,1266,4209
37379,9982,57449,3248,1620,42683,114982
31101,573,3918,249,256,1438,6434
50273,4,0,2,0,16366,16372
19781,21,178,11,43,252,505
34765,40,217,24,62,483,826
33739,21,129,7,51,124,332
2321,1093,7728,809,520,13166,23316
6546,345,8624,125,460,2566,12120
11609,30,97,12,56,188,383
3239,689,1358,530,484,3733,6794
34685,8,129,0,16,28,181
29929,8,128,5,50,68,259
35576,13,62,4,53,62,194
44129,95,1297,33,75,726,2226
8197,431,19754,378,202,4457,25222
17671,28,145,23,102,243,541
650,1541,23011,630,389,16492,42063
43702,4,18,3,18,34,77
33125,707,4519,351,404,1873,7854
39926,3,94,0,11,17,125
1441,404,9087,251,207,9969,19918
49078,3,28,1,32,41,105
30305,13,90,6,72,90,271
713,692,43292,679,582,12619,57864
48790,6,65,2,37,67,177
38192,15840,20758,2545,7457,36122,82722
10849,117,4150,76,95,1807,6245
10152,915,50171,624,324,13468,65502
11213,28,150,14,94,186,472
30049,8,48,1,44,36,137
44002,2,27,2,27,30,88
1960,728,0,380,884,886,2878
6686,463,2912,265,232,1665,5537
3535,112,2005,70,123,1103,3413
35008,32,49,8,59,105,253
41500,10,135,4,7,31,187
32833,1348,9244,642,507,2844,14585
6837,24,878,10,58,137,1107
7366,74,658,50,71,1199,2052
12867,171,2292,78,52,2346,4939
29865,208,845,346,570,563,2532
22627,9,115,5,44,97,270
19773,23,249,20,66,269,627
5089,17,103,12,62,150,344
16754,9,57,2,53,66,187
37931,28,81,11,56,123,299
7314,30,484,17,62,431,1024
36904,5168,122353,2932,3067,15282,148802
40589,1,11,1,23,25,61
30920,49,854,29,57,663,1652
30217,19,237,10,36,183,485
38573,21884,106329,7966,37827,60624,234630
30764,6,60,3,34,37,140
33972,294,397,48,57,1707,2503
27575,20,100,13,101,194,428
48776,6333,7800,1089,4126,17844,37192
46157,2,3,0,11,21,37
36755,655,6545,350,279,1193,9022
30365,1650,53937,636,433,14690,71346
2956,140,809,78,89,468,1584
17325,72,368,40,113,1039,1632
38307,5,91,4,12,24,136
38368,13,125,8,52,151,349
5030,8502,88107,7454,10651,47400,162114
305,147,1952,98,156,1770,4123
5293,55,616,32,74,580,1357
30762,8,59,2,38,44,151
34456,43,67,9,123,279,521
1925,148,3149,102,95,2527,6021
30209,7,78,4,36,31,156
42837,3,51,2,5,14,75
32626,9,147,4,51,73,284
2469,143,1236,103,157,768,2407
30924,158,1259,64,73,1402,2956
30415,1572,53705,811,516,25825,82429
1261,463,5924,830,1252,3534,12003
40703,6,198,4,7,23,238
32417,13,59,3,47,59,181
35009,330,8316,161,311,2991,12109
5315,537,3615,325,246,2066,6789
36556,122,553,60,55,2325,3115
49942,292,1319,45,108,1533,3297
34941,1785,1,594,429,7115,9924
336,510,4410,636,957,5669,12182
44516,41949,1,1364,4124,44873,92311
38038,529,2844,252,211,1201,5037
8609,289,13330,144,191,2728,16682
28423,8140,34031,6308,9912,24262,82653
3654,2237,23242,1691,2659,11094,40923
35112,32,35,14,83,104,268
2739,33,229,15,54,348,679
4832,71,409,46,85,339,950
1521,176,7954,151,106,2949,11336
26279,17,207,20,52,252,548
1092,454,20845,228,213,5450,27190
13041,19,165,8,51,153,396
2032,452,3033,406,600,4162,8653
4901,8013,183529,3736,1645,51434,248357
36086,9,130,2,9,31,181
39263,1,13,3,26,28,71
12663,48,465,35,102,647,1297
19117,5350,49135,3182,4452,31605,93724
8538,162,983,105,179,1174,2603
467,19031,183559,17195,8980,130599,359364
38272,53,48,21,36,471,629
221,907,18473,409,369,7913,28071
34420,3776,14798,1308,1817,10190,31889
36116,14,176,1,15,48,254
42145,39,185,24,89,344,681
48101,0,11,1,16,13,41
2461,199,2940,79,63,2679,5960
40459,81,117,37,66,923,1224
21493,20,335,9,76,147,587
3102,858,7810,503,376,3203,12750
33939,20,101,5,21,101,248
1579,3487,61913,2914,3951,19967,92232
10553,384,4549,203,207,1476,6819
39836,877,9622,305,499,5602,16905
18561,9,355,3,28,55,450
18497,7134,45442,4155,3678,54644,115053
1606,5724,57491,5293,5098,27475,101081
37752,39,87,10,61,141,338
418,229,16031,189,121,3216,19786
48491,0,0,0,0,4714,4714
13965,21,287,17,67,331,723
24227,9607,114644,3125,1479,21897,150752
38857,23,100,6,74,176,379
38878,3,25,4,35,36,103
26333,9,35,7,44,55,150
31004,6,31,0,48,39,124
39506,2670,6216,880,1855,10113,21734
9009,523,2243,272,222,1723,4983
37051,18,369,18,51,218,674
14659,450,2613,279,200,1242,4784
2016,116,3948,100,84,2268,6516
21659,3824,149356,1432,837,27682,183131
6554,49,674,17,51,620,1411
4807,60,508,40,76,429,1113
24199,13,760,5,22,88,888
44545,7,38,4,24,32,105
2864,158,1554,84,160,715,2671
31070,245,4895,125,97,2248,7610
38876,3,25,3,40,33,104
2283,180,1463,178,266,1290,3377
32108,1252,60224,553,401,11763,74193
1391,390,2314,267,244,3218,6433
30658,363,2780,202,215,1102,4662
48791,68,243,18,38,349,716
8719,9,264,4,39,90,406
1618,249,1215,247,245,2747,4703
36051,561,3018,262,240,1154,5235
9734,1404,90661,770,370,18407,111612
32063,1164,4753,501,372,2348,9138
39993,125,3077,101,101,1621,5025
2277,152,1464,133,230,1521,3500
19165,640,6331,538,507,11812,19828
3140,168,1576,86,114,630,2574
6347,21371,411808,16114,23526,110832,583651
36722,371,157,117,154,2586,3385
1798,79,4256,63,53,1065,5516
25611,8,82,7,65,54,216
18275,14,71,5,47,79,216
1410,264,7114,231,206,2378,10193
34086,9666,92701,4583,4697,34145,145792
33570,13,133,3,53,79,281
29681,9,322,5,37,68,441
1761,242,5160,131,97,3291,8921
39675,532,911,111,214,1938,3706
6728,26,338,11,51,323,749
39783,50292,353948,8076,6039,111045,529400
41433,31444,174583,9668,10940,103278,329913
4443,120,3421,116,314,889,4860
35303,101,217,49,105,490,962
49380,107,122,24,30,430,713
1087,3091,12296,2350,1799,20940,40476
37305,554,7606,302,142,9231,17835
1627,90,821,80,86,874,1951
14629,112,3729,55,70,1299,5265
31885,1021,3329,384,286,1483,6503
26079,23,306,10,54,197,590
27601,1851,89495,955,495,22328,115124
33487,39165,524844,14161,28574,106210,712954
49505,2784,8036,506,992,13876,26194
12755,38,1180,12,35,377,1642
50284,1,0,0,0,1165,1166
43311,0,4,0,7,16,27
2460,108,3950,101,87,2054,6300
2962,331,38384,228,219,3686,42848
1149,318,4718,274,288,2576,8174
36701,9,67,8,83,62,229
991,312,3167,146,253,2122,6000
4191,136,1028,142,187,1358,2851
30376,185,3562,186,145,2854,6932
13497,16,82,9,60,195,362
3414,21,95,10,76,123,325
43761,1,55,2,6,15,79
39962,21,1012,12,25,241,1311
40489,1784,30758,430,664,10519,44155
50487,126,1,51,19,716,913
3183,37,406,18,47,493,1001
37497,25906,126165,11186,14560,104303,282120
5153,178,831,131,148,1674,2962
41011,8,383,5,12,72,480
13405,145,16398,39,202,1390,18174
36889,3130,2900,671,460,1887,9048
38526,9,110,6,60,41,226
2921,1868,18480,853,931,17632,39764
3067,116,1656,78,103,1799,3752
5356,10335,98068,8322,8086,82256,207067
34566,390577,0,93272,156928,84068,724845
15783,98,2268,83,83,1851,4383
2507,302,2429,186,192,1028,4137
5644,209,1719,142,132,1143,3345
18695,375,2334,239,224,1299,4471
2625,27,1264,22,87,401,1801
29275,8,63,1,43,61,176
6148,351,3420,134,133,2151,6189
3681,212,1319,124,139,852,2646
2993,20533,475268,12476,27685,80914,616876
18329,14,84,4,47,69,218
29740,9,43,4,53,57,166
41951,6,52,4,60,48,170
30228,12,72,3,45,74,206
21597,680,5440,374,354,2037,8885
38711,49,55,22,59,179,364
23423,2856,9512,1167,1151,8663,23349
1195,22055,559994,12192,20771,120072,735084
11177,329,4794,271,470,1048,6912
44411,71,98,24,31,550,774
31995,407,4610,250,216,1292,6775
38469,54,560,23,58,548,1243
1854,109,2204,100,111,1037,3561
37346,133,947,63,55,7195,8393
22497,26,394,11,57,241,729
20045,919,42679,471,367,10104,54540
6994,41,844,15,60,385,1345
4866,1108,56654,277,1395,3057,62491
8765,124,251,79,144,958,1556
244,425,2187,543,658,3104,6917
3876,43,280,35,88,451,897
49899,0,44,0,3,11,58
5097,776,9695,439,307,2704,13921
41568,25,365,16,55,534,995
8247,1991,158696,872,504,20662,182725
30988,404,4547,280,112,2020,7363
12029,6562,39813,3761,2052,50768,102956
6709,184,7213,140,144,2425,10106
35883,441,4461,187,244,2854,8187
40497,31438,154588,6865,8337,81288,282516
38572,23085,164894,8076,33237,58404,287696
34716,13,309,6,29,74,431
40082,478,14992,160,124,8614,24368
831,937,11795,1368,1881,5838,21819
1500,440,4909,264,319,3613,9545
32143,14,110,12,76,143,355
30705,1722,24494,795,4507,7421,38939
3729,192,1827,136,126,800,3081
22509,23,123,21,55,227,449
15699,6484,115674,3854,3914,35714,165640
10241,21,342,11,109,139,622
10666,36,1909,17,44,370,2376
40613,185,6001,55,133,1606,7980
48352,20,46,12,29,686,793
33941,16,250,4,27,81,378
10737,634,13103,575,405,3810,18527
30309,56,149,30,77,743,1055
5298,155,6720,107,161,2301,9444
48533,9,221,3,8,50,291
12021,2226,9132,1667,1614,5050,19689
6857,32,1039,11,59,413,1554
23835,30,1310,12,31,294,1677
3593,790,12533,454,323,5288,19388
8312,38,1514,25,36,765,2378
10798,6293,68865,4964,6110,53479,139711
38212,1236,8124,416,915,7038,17729
9545,525,3118,257,219,1582,5701
465,593,51746,480,285,8514,61618
30444,14,126,4,52,82,278
18283,9,68,2,52,75,206
2960,344,3218,239,175,1414,5390
1244,103,835,57,109,943,2047
43430,3,8,4,15,29,59
8669,11,295,9,73,243,631
33787,15,79,1,56,75,226
40315,284,3902,196,251,6550,11183
39650,56,99,26,77,99,357
2632,25,890,27,94,347,1383
39274,195,9627,94,162,3023,13101
22617,9,117,5,44,88,263
353,500,9550,396,381,3341,14168
2080,41,496,18,51,479,1085
43567,5,60,2,8,14,89
28621,8413,75415,5906,8787,55188,153709
9326,339,1620,199,216,1074,3448
10350,1075,16370,681,475,7273,25874
33051,9031,81156,3774,2246,20989,117196
11487,68,5503,30,39,746,6386
40661,238,6107,76,68,2190,8679
29471,14,99,6,52,117,288
45585,66,434,43,91,811,1445
9438,38,191,52,121,305,707
31111,35,1032,15,47,565,1694
40612,3,88,1,12,17,121
46985,19514,57610,1750,8814,24592,112280
8304,33,367,17,32,460,909
16790,8,54,4,47,70,183
1339,465,3263,336,460,2093,6617
31433,7244,32261,2820,3534,25677,71536
38606,74,391,35,48,676,1224
1513,157,1084,94,119,770,2224
8676,19334,173444,13078,18642,111988,336486
35277,7,28,2,35,44,116
18339,13,75,2,60,90,240
31135,11,78,7,46,90,232
38506,6,132,2,18,52,210
24785,6,214,7,43,56,326
40415,4,103,3,7,49,166
36573,10,115,2,27,62,216
27663,4608,64373,2274,1412,11031,83698
47983,1,55,2,4,30,92
41549,343,4731,92,187,2932,8285
30234,13,1140,5,47,147,1352
40841,395,23375,125,98,5228,29221
10686,665,59265,380,270,7936,68516
49396,61,1764,37,24,663,2549
3147,44,589,18,43,454,1148
4502,1081,8343,550,426,3578,13978
16187,412,2536,213,194,1050,4405
50078,4,145,0,5,15,169
199,19008,1407132,3893,1762,127545,1559340
39810,56,368,25,54,490,993
37787,66,108,34,195,249,652
8297,88,2553,48,105,1013,3807
39161,2,23,3,28,30,86
4600,1462,7096,618,594,2926,12696
2257,332,999,253,197,2706,4487
33964,458,23240,228,324,5087,29337
4544,17,74,20,55,345,511
37753,14,139,1,35,91,280
41212,303,525,92,95,371,1386
30200,9,72,2,42,43,168
34106,1681,9088,882,771,8428,20850
35618,7,43,1,37,40,128
28625,2483,33137,1011,763,36649,74043
93,5643,109514,4857,5323,27020,152357
7243,26,972,13,35,241,1287
36692,184,2226,84,88,1659,4241
5809,57,112,39,72,466,746
1812,165,2059,102,402,1531,4259
11663,315,7808,250,154,4416,12943
50147,1,37,0,2,6,46
28283,1366,8994,944,2216,7628,21148
33899,4854,22256,2178,2537,22265,54090
9540,17,106,9,70,145,347
49842,2,0,0,0,22105,22107
38106,28,631,20,39,290,1008
33443,758,687,214,200,2109,3968
48056,5,13,3,11,30,62
448,697,31226,386,248,7369,39926
49345,86,43,72,4,7547,7752
1740,87,287,65,134,818,1391
36597,27,849,6,16,135,1033
39653,401,0,178,128,908,1615
4537,67,769,36,74,612,1558
15545,66,565,56,285,348,1320
39978,60,54,17,126,444,701
38089,629,1342,387,738,2430,5526
43222,1,26,2,7,17,53
48467,665,0,209,112,321,1307
31989,637,11788,376,297,12069,25167
2934,217,324,203,202,1904,2850
31722,14566,536364,3754,5375,61741,621800
33706,4,30,2,21,25,82
19647,9171,152205,3339,1731,42283,208729
43413,46,227,30,25,415,743
6792,80,1165,81,136,932,2394
9539,3326,28454,2599,4979,9424,48782
36038,23289,267023,8110,9666,92201,400289
38888,2,147,1,11,31,192
2344,119,1280,67,106,896,2468
87,604,30735,298,198,8682,40517
31189,825,6187,361,340,1774,9487
33221,496,13219,175,162,4609,18661
1718,166,4410,138,133,2466,7313
5813,15,1666,8,46,186,1921
4350,152,1387,108,124,916,2687
8701,23,907,10,54,310,1304
5556,55,317,38,69,329,808
428,189,10297,113,95,2576,13270
9774,474,5620,183,201,2508,8986
4515,42,827,40,125,373,1407
21067,1495,15540,844,2817,9374,30070
398,407,11235,217,155,4431,16445
15809,50200,1034814,25454,20255,189425,1320148
50036,2,173,1,4,69,249
13629,144,15348,60,91,2741,18384
4907,19,288,13,71,249,640
7782,282,10283,228,283,2905,13981
50851,1,35,0,1,5,42
1090,616,25422,303,234,6381,32956
23991,145,3657,70,140,1648,5660
38326,3,97,0,16,39,155
33013,1749,15684,735,472,9292,27932
37311,86,807,31,74,786,1784
23277,32488,338889,15854,17307,160627,565165
315,79,1419,55,93,1234,2880
37640,19,41,8,44,61,173
20913,64,3019,27,83,872,4065
16419,1483,11895,1103,1483,5704,21668
39994,9,95,5,14,37,160
42484,3,113,2,7,25,150
21575,240,2771,143,144,2819,6117
19993,11,77,13,76,88,265
1658,220,3302,108,73,2982,6685
7683,15,180,7,39,145,386
43279,0,10,2,6,11,29
9638,826,6261,445,373,2657,10562
41452,3,79,3,7,25,117
4970,1234,73308,671,516,16801,92530
49785,2,1,1,0,45251,45255
42883,473,2955,136,671,1541,5776
7060,82,2822,65,104,1394,4467
1408,569,6056,391,386,2700,10102
16818,13,88,4,58,87,250
35076,17578,156026,5858,15218,64004,258684
40472,359,3908,222,191,1235,5915
36559,12,71,2,40,58,183
28619,7601,55148,4654,12451,29335,109189
8250,80,1627,50,57,975,2789
407,1510,16373,1670,1296,10790,31639
33266,85,234,28,92,416,855
24921,895,15897,449,296,11331,28868
2081,44,689,22,42,459,1256
2145,267,2860,191,231,1461,5010
35790,110207,926429,20808,34257,167928,1259629
21517,7,77,4,44,56,188
43439,20991,66794,5327,6011,60065,159188
41595,1,1,0,0,9676,9678
38648,27,121,15,64,468,695
49341,16,54,5,18,130,223
38914,5,122,2,7,25,161
20785,54673,631909,28646,55333,149450,920011
35612,15,153,7,42,128,345
32947,3473,21267,2461,7093,15029,49323
19187,15,1480,6,23,168,1692
574,161,1407,150,210,1660,3588
30975,9,37,5,45,74,170
2777,56,781,40,65,544,1486
2135,963,9908,549,430,4020,15870
41005,1,0,0,0,11568,11569
39173,3,225,2,14,36,280
1648,132,3631,105,91,1705,5664
6032,158,3340,130,129,2393,6150
33201,131,11516,61,60,1021,12789
21473,1279,52841,560,332,19253,74265
28587,10,531,7,24,125,697
36067,5,183,2,13,36,239
786,125,2420,106,216,1454,4321
1675,293,6115,287,577,1134,8406
8234,250,2750,246,379,1883,5508
30454,516,2851,297,271,1297,5232
