anime_id,watching,completed,on-hold,dropped,plan to watch,total
10827,817,6694,424,342,2800,11077
19,90226,278683,59405,27950,354147,810411
17409,1494,33948,805,835,13818,50900
573,1243,17122,1195,1237,8224,29021
33823,9,43,2,45,59,158
39621,28,223,8,72,227,558
29605,69,100,32,65,231,497
11019,106,7187,148,210,2299,9950
5276,104,439,74,118,725,1460
44254,5,282,2,6,17,312
41250,27,60,10,30,175,302
25839,2914,34701,1568,3161,11792,54136
43578,0,7,1,7,10,25
32174,245,4583,126,103,2856,7913
34472,16,169,4,32,65,286
4104,21,311,16,63,165,576
252,1753,14968,1934,2118,17052,37825
5049,170,997,100,113,713,2093
40208,269,698,85,146,1573,2771
10928,884,25901,583,373,6992,34733
44149,0,11,1,15,12,39
25979,8,145,4,38,60,255
48981,0,0,0,0,2025,2025
21639,8247,27298,4035,5830,9657,55067
1916,258,8652,202,216,3435,12763
443,531,39020,307,212,5133,45203
24789,40,185,10,38,239,512
31878,10,112,3,28,49,202
34695,12,67,2,30,67,178
17947,293,4848,134,121,6927,12323
48346,1,10,1,16,26,54
8229,15,74,8,40,112,249
33115,8,73,2,47,58,188
2417,163,10891,80,153,1759,13046
34481,1023,26809,331,209,8010,36382
602,102,939,108,151,1213,2513
39196,34317,220993,10231,10774,63302,339617
3886,82,3164,42,92,1209,4589
47989,0,5,1,15,14,35
35086,455,2718,266,126,10107,13672
370,375,5595,383,423,3353,10129
38117,2,90,1,42,38,173
2749,42,434,41,93,312,922
48058,1,5,0,11,16,33
37065,9,277,1,39,49,375
2674,51,2657,80,98,770,3656
15583,32836,652960,15818,26740,154874,883228
33889,5333,14147,1982,7602,21391,50455
5994,21,103,11,60,230,425
34227,15,201,4,40,133,393
1325,245,1929,323,475,2939,5911
3930,12,1100,7,39,128,1286
24927,8,64,6,77,81,236
41080,63,108,14,45,202,432
20371,1067,44661,367,475,12905,59475
40836,65,966,77,89,841,2038
36419,0,0,0,0,7996,7996
43769,119,0,56,25,99,299
37721,6,116,1,20,39,182
4782,49,216,39,88,283,675
44144,1,15,0,14,12,42
1480,109,5122,83,74,1551,6939
30251,381,2021,223,768,3281,6674
15897,21,70,10,62,122,285
7109,35,176,24,75,193,503
34249,14,88,10,64,75,251
15819,74,752,59,66,860,1811
2494,4097,61325,2774,3697,20598,92491
19121,37,177,18,73,292,597
9884,250,717,305,359,1595,3226
3451,24,151,10,58,162,405
22161,22,1176,12,36,226,1472
33383,20,41,3,39,80,183
3162,151,1249,160,203,1419,3182
18693,1043,7304,581,408,3158,12494
1578,560,4868,353,482,4498,10761
41638,54,0,14,66,158,292
4039,3493,9840,2784,2555,19287,37959
42224,1870,1436,510,336,1136,5288
43816,0,10,1,5,9,25
42128,54,1274,44,55,439,1866
936,1614,190439,743,603,13756,207155
8577,1600,59736,764,989,8403,71492
3109,167,965,95,126,719,2072
22439,21,233,15,63,191,523
10098,306,4920,249,178,3646,9299
38856,3,116,1,7,23,150
24845,67,43,23,143,216,492
13669,138,1610,65,101,1364,3278
2408,92,3664,66,93,1215,5130
29163,2926,20483,2084,2783,20395,48671
2378,187,1466,125,134,683,2595
1158,100,1551,74,83,1019,2827
318,973,17641,772,1076,7077,27539
12101,77,1772,34,88,1037,3008
13409,1055,15303,880,893,5492,23623
37981,2449,31090,888,406,43265,78098
2678,38,2475,70,92,494,3169
23763,14,155,4,52,105,330
2210,110,13364,59,58,2063,15654
31711,2051,66348,789,580,15576,85344
2052,68,584,37,68,844,1601
40129,658,362,228,670,1948,3866
45654,16,77,8,26,149,276
35499,521,1201,198,144,917,2981
12365,9462,222605,5218,3073,60425,300783
47787,2,0,2,9,16,29
20391,51,1916,47,63,963,3040
40908,42005,144074,8838,11538,84644,291099
978,633,6311,407,344,5380,13075
724,509,16336,222,703,3424,21194
629,253,4476,218,232,3189,8368
48097,117,376,18,47,176,734
43510,0,7,1,5,11,24
19887,15,65,3,58,147,288
45764,1,6,0,10,19,36
22413,11,112,6,56,82,267
177,10138,113445,11950,12757,62880,211170
36294,6,69,2,25,30,132
12175,12034,119747,6025,7532,75378,220716
5521,591,27006,377,240,8246,36460
35099,11,53,1,43,38,146
26303,10,198,10,37,182,437
41782,77,89,49,21,4774,5010
32890,23,103,3,51,115,295
5039,5339,35742,3806,4201,39507,88595
42516,1839,2920,459,1672,4274,11164
25093,9,46,3,57,74,189
33118,497,3502,525,192,2193,6909
659,303,31011,270,178,6128,37890
40005,1643,17069,335,329,5826,25202
39764,302,5498,146,85,7363,13394
35946,3073,206826,998,887,44467,256251
41636,25,166,15,45,154,405
38414,4253,132033,1491,653,64424,202854
18229,9228,81493,7611,10835,64612,173779
920,82,3447,70,57,1271,4927
30052,11,63,4,51,59,188
31268,13,272,7,24,113,429
2406,1766,0,600,1527,3031,6924
37825,18,313,3,33,119,486
13253,54,3864,30,46,725,4719
3764,34,292,29,46,384,785
23249,416,6189,196,156,5285,12242
5307,1667,8657,1492,1950,10242,24008
7811,26,1178,12,42,343,1601
35062,106939,340931,50024,38931,220199,757024
48570,35,45,19,24,198,321
31163,17215,161012,9994,16402,71544,276167
835,334,4101,347,486,3225,8493
42286,1,11,1,14,26,53
29850,19,612,7,45,263,946
39290,32,1893,9,25,382,2341
43272,0,9,2,7,9,27
28113,8,51,3,52,59,173
11735,50,1291,34,41,598,2014
39227,15,280,16,40,261,612
34537,3129,49067,1083,552,47397,101228
7774,190,4423,121,101,2581,7416
4034,107,954,66,106,580,1813
48877,18,225,12,37,149,441
36561,147,2480,33,73,478,3211
32761,6,256,3,18,47,330
18575,10,134,5,49,76,274
21407,851,4570,716,775,3265,10177
25597,9,73,5,56,97,240
36039,4579,56521,2389,5690,27266,96445
43591,2401,6341,521,737,7301,17301
50998,1,5,0,11,11,28
36010,689,5613,351,367,1512,8532
41189,66,1083,53,73,967,2242
33034,627,12313,301,164,8828,22233
16,13394,87492,12973,12179,115496,241534
32759,8,194,2,16,36,256
48780,511,408,259,66,21578,22822
5678,8503,68267,7869,7984,60381,153004
10384,695,3572,332,327,6171,11097
5070,137,1268,91,156,744,2396
8487,316,6876,164,169,5311,12836
2453,81,1065,64,93,1133,2436
33618,81,704,39,84,872,1780
8754,110,1980,96,86,2036,4308
10887,20,94,13,89,143,359
10050,78,2731,66,91,1437,4403
985,785,87612,295,283,4977,93952
1554,726,11965,894,975,8394,22954
3069,102,1445,65,97,1468,3177
27793,17,2095,16,37,155,2320
45560,26453,6,977,5957,25074,58467
26087,9,62,4,58,62,195
40455,4,28,4,20,40,96
13851,10518,85488,3745,1657,18633,120041
36347,6,108,5,20,30,169
36585,12,91,0,18,47,168
2836,76,2093,94,289,465,3017
37622,135,2860,68,109,2124,5296
39388,7360,28724,3607,8270,26229,74190
23979,18,43,8,46,211,326
30026,10,60,6,61,44,181
11241,6943,87708,4627,7533,32313,139124
16680,265,35093,210,230,4002,39800
37192,7,99,2,22,33,163
1333,34,441,50,130,217,872
37798,15,52,6,32,65,170
5671,4865,42618,3685,4841,30212,86221
47957,0,4,0,8,13,25
2444,137,1249,103,104,596,2189
35838,23256,116943,12476,9790,117644,280109
32274,97,1827,67,115,906,3012
34746,63,93,8,58,204,426
23353,22,87,6,42,161,318
41454,204,1106,109,96,2625,4140
16347,50,1451,32,83,320,1936
5959,1799,9792,853,603,5136,18183
37937,320,1934,66,145,791,3256
12005,38,462,15,66,447,1028
41176,8,808,4,10,45,875
42544,22727,47634,4045,4886,58712,138004
19291,8473,106364,6323,8053,10785,139998
30264,12,319,4,49,111,495
46639,165,63,28,88,298,642
9900,34,286,30,94,370,814
37406,38,1067,11,33,320,1469
22645,12,94,6,41,81,234
38325,542,1627,195,119,4009,6492
38868,2,23,5,30,31,91
41392,12176,31078,3988,9915,40781,97938
7592,14236,141832,9355,9428,71599,246450
36745,10,641,3,44,103,801
19221,14356,260476,6497,9022,82652,373003
48290,5,16,3,25,50,99
814,164,11619,95,136,2281,14295
19071,12,75,3,30,58,178
2120,74,3250,61,109,890,4384
17263,13,90,9,61,108,281
16964,77,1877,41,81,822,2898
10109,1333,9651,965,2081,8875,22905
42357,3,85,0,13,24,125
38936,1505,36789,431,285,13297,52307
35242,8,60,6,56,59,189
48130,3,13,1,22,33,72
18635,31,186,25,111,267,620
8879,12,103,13,89,170,387
37540,4,146,1,12,27,190
36591,8,49,4,20,58,139
38643,3,46,4,15,38,106
28,5701,43213,6203,4973,28201,88291
7494,13,947,7,47,126,1140
51015,11,680,6,5,140,842
552,10143,316270,7925,9327,20316,363981
24273,620,4198,363,318,2133,7632
41496,4,110,2,5,25,146
43623,0,9,1,6,12,28
2314,54,343,19,45,577,1038
9043,81,298,51,70,767,1267
7025,27,1729,16,51,465,2288
32728,25,627,6,40,167,865
37028,14,78,9,44,80,225
40163,15,259,3,41,124,442
2380,190,1114,137,124,817,2382
5828,74,894,50,58,729,1805
5854,141,1115,129,127,1105,2617
35739,286,2812,146,698,1067,5009
49310,502,124,257,19,41226,42128
50993,11,70,0,4,48,133
37223,1365,4256,539,442,1743,8345
4176,57,1185,34,61,929,2266
44616,34,159,18,34,1110,1355
50855,0,0,0,0,793,793
13955,57,1100,51,91,1001,2300
32253,6,53,5,65,43,172
35229,41,0,10,39,69,159
2002,5851,54341,4967,5485,32433,103077
31454,71,1262,60,74,883,2350
30932,7,33,2,51,44,137
2808,172,8204,90,112,2279,10857
39727,0,46,1,1,7,55
38569,4,40,3,38,47,132
2023,130,1252,101,142,1397,3022
5496,82,1206,41,69,879,2277
32551,1222,51729,518,445,13012,66926
49978,7,183,1,12,37,240
21469,700,36805,197,293,4741,42736
38337,4298,19835,1396,970,23875,50374
33023,6452,21438,3186,8472,35702,75250
21851,207,1958,125,139,1965,4394
39428,3,10,2,39,30,84
49920,0,14,1,21,24,60
23989,760,15208,352,307,6094,22721
23985,397,4717,198,191,3176,8679
48125,9,634,3,28,107,781
9599,345,1635,233,200,1227,3640
43325,22865,80239,4458,2364,62544,172470
39470,497,12451,187,120,6201,19456
8449,4495,43362,3067,6366,24896,82186
10623,38,204,35,79,461,817
27631,36705,283400,17990,34932,120860,493887
36874,22,91,12,61,61,247
209,2530,34231,3212,2672,21985,64630
49474,1,35,0,5,12,53
29986,8,53,5,71,55,192
50770,172,1200,46,34,1201,2653
41199,2,25,2,31,41,101
3354,361,20908,308,216,5683,27476
31771,6447,35334,4540,6721,33881,86923
40507,80979,49,1760,2654,131485,216927
34652,34,64,6,39,152,295
32636,13,263,0,22,65,363
9433,34,243,21,120,218,636
1100,176,1460,120,130,2590,4476
5235,100,256,76,119,505,1056
39151,2,35,1,19,30,87
5557,53,299,39,71,261,723
2588,288,1690,147,151,1075,3351
49690,345,970,162,28,2028,3533
29677,11,293,6,37,138,485
3626,229,6077,174,189,3649,10318
21009,356,4169,189,200,2442,7356
9242,28,384,20,61,289,782
41289,0,0,0,0,7236,7236
37401,7,135,1,12,34,189
39382,106,2772,52,72,2100,5102
29255,135,2146,102,97,2163,4643
6946,451,7224,297,291,4159,12422
1093,426,359,221,163,1601,2770
5351,149,3810,117,172,2648,6896
1929,734,9617,700,656,4016,15723
38538,10,57,3,33,52,155
19207,178,1239,148,208,1286,3059
6768,992,29109,594,583,13164,44442
2793,92,1856,55,75,1473,3551
1380,222,6749,152,154,3217,10494
40714,193,160,88,133,710,1284
32999,33,153,11,98,244,539
38674,17,249,4,31,98,399
41063,108,1860,41,61,1117,3187
20109,18,114,9,55,166,362
44148,0,12,1,15,14,42
7960,61,117,27,66,505,776
42054,27,134,17,29,286,493
31490,3040,134738,758,483,21806,160825
34148,3482,40328,1245,2181,17666,64902
30057,7,42,3,42,45,139
182,5692,75234,5447,4533,48116,139022
1679,200,7727,173,148,2061,10309
34707,12,20,1,48,45,126
7419,15,115,13,80,132,355
39215,4,124,1,9,28,166
12765,20,112,19,87,194,432
34177,4611,25076,1846,3933,21519,56985
18003,22,447,11,61,277,818
29643,559,1,303,277,3596,4736
12145,58,1244,43,205,244,1794
33910,10,474,5,18,112,619
24969,16,92,7,68,97,280
11959,23,143,9,46,170,391
24619,27,202,8,60,201,498
31326,2554,63960,958,617,10692,78781
44099,3,66,2,5,17,93
43564,0,9,1,8,10,28
15139,15,230,5,59,107,416
42274,2,65,4,10,26,107
37504,1017,14231,549,692,10949,27438
41490,5,108,3,5,19,140
55,639,7419,745,961,5292,15056
13335,879,15008,370,222,14550,31029
1669,985,53448,863,1880,3307,60483
8964,77,950,54,149,719,1949
40368,20,30,5,59,109,223
10132,15,523,5,29,132,704
49196,1,14,4,10,31,60
47758,1,9,1,7,14,32
44037,38341,94366,3095,6958,54358,197118
13959,34,253,27,75,201,590
40742,2,111,4,7,21,145
3127,102,2976,56,69,1998,5201
34657,10,201,3,15,77,306
48920,3,70,2,3,38,116
2586,85,1803,66,63,1182,3199
34946,19,116,3,41,107,286
18241,23,139,15,95,167,439
1843,56,2064,50,46,734,2950
3547,39,512,28,61,469,1109
12803,20,595,9,52,121,797
732,1078,53508,519,436,16907,72448
7897,471,12911,235,370,4511,18498
48310,2,18,2,18,37,77
1926,33,1748,26,54,484,2345
825,213,9153,158,200,2121,11845
1574,123,370,140,171,1041,1845
32189,15827,214303,7654,7467,64462,309713
2357,435,2848,232,283,1313,5111
29367,17,89,7,51,91,255
6937,45,466,29,53,476,1069
81,2810,49140,1618,884,16648,71100
33217,6,256,2,23,46,333
50005,0,54,0,2,7,63
38766,11,248,1,24,45,329
9822,42,156,24,69,251,542
48085,0,3,1,9,13,26
2598,436,1175,327,230,3287,5455
48844,20,24,9,37,72,162
7579,91,2266,61,68,995,3481
42914,33,327,39,51,368,818
44013,1,16,1,24,25,67
16480,14,88,10,76,123,311
43999,1,22,1,18,23,65
36525,4902,24368,2035,6820,18712,56837
20023,16,83,5,79,102,285
2376,160,1240,91,111,603,2205
4151,4031,28874,2844,3729,23709,63187
6402,402,2553,221,219,1475,4870
36429,46,103,18,66,267,500
37693,10,93,1,18,37,159
34115,6,137,2,24,40,209
11611,16,105,6,38,108,273
1512,160,1644,102,134,777,2817
18463,11,371,3,22,60,467
6024,2146,12855,1947,1607,8636,27191
3390,155,1188,126,214,1584,3267
1240,367,30481,293,209,5982,37332
31610,2670,16371,1615,1610,10045,32311
16159,23,136,18,90,196,463
39495,1151,15486,295,92,16998,34022
23367,73,1304,48,62,654,2141
4088,46,199,85,167,343,840
36671,8,130,2,20,39,199
1034,957,17929,440,267,19342,38935
7083,242,4300,175,188,3499,8404
31052,8,101,5,46,88,248
34439,1267,33524,714,516,26877,62898
29780,14,179,6,33,88,320
838,1455,11099,1158,1344,17287,32343
818,523,6243,466,660,4774,12666
39208,7,351,4,27,67,456
6098,2032,20064,1550,1626,15320,40592
1313,3335,185904,2996,3699,9845,205779
32730,110,3595,72,99,1510,5386
14211,24,182,22,127,354,709
43020,9,302,7,23,77,418
7591,87,2397,48,109,1115,3756
24975,63,857,57,74,1027,2078
283,1452,9871,1238,888,13293,26742
38902,378,309,130,145,2903,3865
34454,1367,2,350,453,4661,6833
2456,37,1165,19,50,451,1722
43409,0,7,2,5,10,24
18355,11,93,8,64,97,273
28385,140,1409,102,133,1501,3285
20077,20,133,9,80,95,337
35057,9,25,2,39,41,116
38304,4,82,3,15,28,132
11715,262,3882,252,186,1942,6524
37075,7,155,0,22,30,214
2580,153,8364,137,91,2438,11183
30875,12,72,3,87,76,250
2717,172,1287,162,134,1858,3613
139,2545,105145,972,865,18517,128044
12337,38,326,16,78,391,849
5400,108,526,55,89,460,1238
9324,69,1078,40,42,690,1919
32750,8,356,4,28,68,464
42267,872,1,83,143,443,1542
37779,88415,1284272,23963,22002,201994,1620646
41734,15,29,11,39,313,407
32227,8,85,3,48,52,196
35148,5,26,1,29,31,92
32270,10,76,1,51,55,193
40673,3,17,2,26,33,81
37661,13,106,7,45,184,355
38480,13504,97461,5448,7155,71504,195072
36485,398,3355,225,201,3035,7214
2457,119,1434,88,100,1061,2802
31581,108,1087,71,75,1532,2873
41558,345,721,152,677,1439,3334
2306,67,1850,62,132,1100,3211
6900,85,322,68,153,646,1274
8960,52,358,65,111,630,1216
595,186,8466,117,132,3080,11981
36392,10,143,3,29,40,225
38125,4,97,1,57,32,191
10201,70,1296,55,61,942,2424
43434,0,0,0,0,1760,1760
29363,30,223,12,70,199,534
38035,744,1714,258,207,848,3771
41180,8,674,3,10,51,746
30367,16,879,9,48,93,1045
34492,993,4602,476,364,2482,8917
49633,34,221,41,36,426,758
7178,692,3769,393,289,2384,7527
5833,44,295,42,106,308,795
38627,31,103,12,43,181,370
7724,26294,283877,17769,18076,185306,531322
7495,5,58,13,71,89,236
11729,24,720,4,33,151,932
36746,11,617,5,37,94,764
7956,28,173,17,88,164,470
31631,2239,1703,1213,3196,5916,14267
9662,18,263,9,37,505,832
43674,0,6,1,6,10,23
30246,112,1123,112,110,1721,3178
9979,108,3471,67,122,1524,5292
36798,262,5365,134,116,2651,8528
3560,140,2046,91,114,655,3046
42641,70,102,36,62,1628,1898
20871,206,6614,149,191,2457,9617
880,1763,46002,1683,1257,10975,61680
15335,4444,145935,1501,1411,50810,204101
3059,226,1521,205,223,1836,4011
14529,21,194,4,60,148,427
38005,1649,7111,440,730,11294,21224
17397,1896,23969,706,1297,12212,40080
35849,113566,954389,33914,74422,190026,1366317
42235,2,6,4,10,36,58
15407,458,0,229,171,8148,9006
31068,93,1090,52,153,547,1935
5074,1744,29418,1239,712,15018,48131
44053,54,0,13,27,101,195
42451,15,221,9,19,366,630
9821,15,105,5,54,73,252
32998,39372,324551,24655,23663,189376,601617
3983,103,542,52,90,386,1173
32897,17,96,10,44,128,295
12503,701,41918,660,689,11352,55320
31410,69,248,52,125,444,938
13379,415,1985,259,197,1166,4022
1014,106,3365,112,104,1449,5136
4483,1287,7716,1105,978,13371,24457
5956,29,391,13,48,258,739
28725,8054,171918,2636,958,102267,285833
1696,1769,35455,1582,1620,13697,54123
40037,24,39,13,37,345,458
34411,935,4314,351,1683,4301,11584
12397,46,183,38,87,210,564
30036,16,93,9,43,114,275
18115,32969,539682,17166,13027,144643,747487
6868,25,149,19,89,363,645
22175,14,323,7,34,94,472
13143,131,2583,85,407,817,4023
35680,14,117,17,40,869,1057
31555,24,116,9,84,198,431
8287,278,1853,226,493,1417,4267
10810,159,5964,76,168,715,7082
36391,7,85,3,22,27,144
38811,1,140,0,9,22,172
5159,69,449,33,72,327,950
35049,7,33,3,49,54,146
7720,1600,27959,1151,669,9364,40743
386,523,3676,462,411,3599,8671
9963,544,36536,244,270,4197,41791
671,318,3382,386,555,3216,7857
39222,120,0,73,57,266,516
36079,8,115,3,8,27,161
49354,3,7,7,22,42,81
43643,0,8,1,5,12,26
37692,8,133,0,18,33,192
33300,15,95,6,67,82,265
17491,690,6562,334,367,1871,9824
10286,163,1411,112,103,640,2429
35275,6,38,1,51,38,134
24849,401,2473,203,179,1140,4396
42347,3,99,3,9,19,133
34693,9,57,3,28,57,154
39014,496,8224,355,224,13501,22800
42540,6,24,3,18,34,85
43505,0,3,1,8,11,23
9166,32,314,19,89,294,748
37764,409,9193,149,129,5240,15120
39384,3,17,2,31,29,82
35529,12,63,5,36,53,169
4411,77,571,63,123,540,1374
31368,1390,43717,551,337,8748,54743
40873,321,4721,138,95,3575,8850
9943,334,709,316,228,1618,3205
39132,3,33,2,34,32,104
49145,151,2538,134,95,1716,4634
21763,10,78,10,89,82,269
50593,1,0,0,0,3409,3410
8900,22,183,26,75,252,558
30702,627,7378,340,294,2118,10757
11389,11,178,10,48,95,342
44059,518,21683,115,52,7577,29945
2140,291,3068,198,177,1217,4951
41463,100,657,89,35,1034,1915
1178,180,2930,128,146,2121,5505
30211,9,270,5,34,82,400
9501,22,163,10,45,195,435
10347,94,333,50,248,455,1180
19171,53,289,36,75,257,710
42455,26,253,15,36,248,578
34914,13535,149135,6510,5088,56699,230967
10948,138,2921,130,131,2693,6013
34600,19,116,0,29,92,256
12501,166,4748,79,112,1806,6911
34601,11,132,3,36,67,249
50846,222,306,45,32,2238,2843
34980,19,157,4,52,101,333
514,2062,33004,1700,1986,25685,64437
50029,8,288,7,13,75,391
37351,6,106,2,21,33,168
29371,11,42,3,40,51,147
33771,5186,25410,2708,10279,18346,61929
36882,31876,365576,6470,32554,89520,525996
2905,490,14956,357,288,5351,21442
35843,8759,104444,2605,1482,49018,166308
36919,29,1374,20,49,383,1855
43238,0,8,1,7,10,26
38528,2210,30353,536,570,7452,41121
40940,2278,2955,603,919,9121,15876
28929,874,7637,530,4085,5740,18866
38818,4,163,2,11,55,235
34022,128,0,32,71,681,912
22147,22534,403010,13112,15358,125023,579037
4672,1396,52559,781,642,27325,82703
3914,248,6357,123,196,5026,11950
1137,488,9673,575,700,3054,14490
48513,255,3030,142,152,950,4529
17457,19,85,10,80,121,315
21713,22,149,15,61,129,376
17965,29,326,16,73,367,811
50746,6,30,3,10,22,71
30749,19956,232464,7148,14508,68952,343028
38659,32331,355749,9063,13833,76738,487714
50038,4,98,0,2,21,125
21939,14120,129508,6904,2967,109815,263314
34323,47,237,17,50,478,829
34866,8174,11655,3568,5735,10203,39335
26301,10,77,7,34,101,229
40593,2,30,4,28,30,94
25613,6,63,5,60,49,183
36725,139,3089,80,105,1633,5046
27567,63,1485,46,42,907,2543
17697,94,278,48,65,429,914
636,361,5492,347,316,3649,10165
38122,4,98,1,54,39,196
4983,821,12000,325,345,13016,26507
33772,13,58,5,39,64,179
47728,3,18,2,17,29,69
40016,7,184,1,34,54,280
3551,120,1043,63,112,611,1949
7041,296,7513,209,169,3875,12062
50076,2,81,0,3,15,101
379,5181,49854,7160,7703,30087,99985
34919,11,81,1,28,55,176
1933,55,844,35,46,616,1596
10444,632,18362,520,639,4748,24901
6610,1636,41508,655,368,23208,67375
48673,3,49,1,3,17,73
3791,557,36720,342,261,6878,44758
37996,504,29691,268,139,10139,40741
38471,12,225,1,34,120,392
35975,12,300,3,28,100,443
1662,84,1296,52,55,1320,2807
48426,0,0,0,0,1753,1753
7691,77,952,55,67,861,2012
1645,194,2904,138,139,2303,5678
24023,0,0,0,0,1228,1228
33768,1862,3708,699,428,2234,8931
29409,8,221,5,38,47,319
31866,186,865,99,110,2906,4166
40540,30581,343456,5441,7543,85399,472420
35369,338,13518,116,114,2764,16850
35252,3642,13216,1415,6899,12040,37212
31559,11720,91452,6950,15377,36001,161500
4147,52,1801,43,104,1035,3035
31239,16,95,7,86,81,285
9887,94,520,67,109,609,1399
5232,45,427,36,95,805,1408
19515,24,91,10,50,187,362
30249,36,117,17,49,322,541
12243,28,140,17,67,314,566
36797,198,983,100,456,959,2696
19697,962,20494,681,305,9160,31602
37225,17,89,8,48,170,332
11268,55,330,82,129,347,943
25859,4004,26346,2902,7298,16084,56634
8861,17580,290010,8868,21995,96309,434762
6909,55,1215,26,72,740,2108
36604,823,2676,150,153,2505,6307
49902,0,34,0,2,8,44
2130,4854,34286,4126,4761,25294,73321
19397,73,958,46,75,749,1901
36619,15,70,12,28,145,270
2235,311,17231,122,122,5291,23077
32637,14,319,5,32,67,437
10378,3543,58212,2824,2089,21590,88258
42258,5,70,1,9,55,140
1437,107,4167,103,100,2389,6866
15417,9193,175253,3272,2337,82435,272490
3614,920,6704,709,742,8218,17293
41763,4,113,3,4,16,140
30470,37,104,14,104,138,397
33519,1131,19635,522,539,18952,40779
8664,53,547,26,43,736,1405
41251,2,77,3,3,14,99
43352,6,112,3,5,18,144
40861,1437,12413,506,338,3409,18103
32765,5,320,2,17,73,417
42591,1038,1696,289,281,1076,4380
11783,3628,70752,2725,3280,16164,96549
36373,7,94,1,15,51,168
9776,4373,51641,3576,5734,28306,93630
35150,4,27,2,54,38,125
8507,420,7556,268,204,4643,13091
3093,121,882,85,107,661,1856
50007,4,93,0,3,13,113
30757,2907,5441,1503,2675,10148,22674
29453,9,213,1,37,38,298
38812,1,169,2,13,35,220
8646,18,1405,10,70,165,1668
36790,134,1282,46,64,546,2072
655,221,4310,210,191,2436,7368
23983,21,185,4,66,134,410
5992,129,871,122,185,833,2140
40364,3,90,2,11,18,124
9531,39,372,9,44,287,751
5484,179,1308,225,149,1269,3130
9721,661,6429,384,332,2146,9952
1037,335,3548,285,547,3838,8553
14131,11674,159495,7367,10004,74310,262850
36122,507,2064,218,219,1026,4034
34416,13,83,8,52,120,276
6015,93,387,62,73,387,1002
2476,14918,438062,8565,27036,107864,596445
1292,8905,224414,5716,6480,79826,325341
43801,0,9,3,9,10,31
7744,223,4678,154,119,1561,6735
11471,97,2298,70,142,1386,3993
39380,429,5770,142,130,1904,8375
6743,198,2698,122,142,1828,4988
1595,175,1043,127,152,943,2440
4437,2180,207792,831,608,18041,229452
25069,25,283,13,75,193,589
17405,28,112,21,50,453,664
23327,7135,97529,4459,2196,36983,148302
36781,9,185,3,9,57,263
16644,477,4410,296,229,1488,6900
3991,196,1944,141,127,2481,4889
40665,149,1691,77,69,2829,4815
30806,7219,48845,3917,9736,32946,102663
17989,29,163,11,52,260,515
43729,69,64,41,46,738,958
49222,1684,5,511,211,926,3337
24625,2129,28983,961,1229,6139,39441
35992,16,336,7,24,166,549
11815,414,1895,219,173,1013,3714
4382,15405,346325,10703,9972,94633,477038
33299,3355,25757,1249,2286,16735,49382
1735,406484,1257171,125581,139419,109984,2038639
3498,36,529,29,54,447,1095
29397,11,172,4,36,56,279
26299,9,40,2,46,57,154
6213,29087,321166,18710,14404,156669,540036
25099,12935,157487,4976,7955,59501,242854
36778,6,215,1,9,38,269
8548,30,570,27,53,462,1142
33415,30,29,5,57,107,228
36172,9,237,0,11,46,303
48067,2,6,0,11,11,30
4202,62,1061,95,62,750,2030
28653,9,194,6,27,83,319
37249,15,286,13,65,222,601
33871,24,390,6,48,117,585
19749,13,68,4,41,76,202
50193,0,0,0,0,140,140
3105,213,2353,136,135,840,3677
33908,7,211,3,20,52,293
28293,10,76,6,58,92,242
40832,11,63,3,57,57,191
49717,0,0,0,0,207,207
41160,2,22,5,24,34,87
35446,1655,4289,558,451,1860,8813
49963,1,54,2,12,25,94
42285,242,221,50,114,1044,1671
2726,203,2344,86,92,2850,5575
43818,0,16,1,4,10,31
44209,18,39,6,30,151,244
43577,0,8,1,7,9,25
30865,20,482,8,41,153,704
32377,68,991,19,36,447,1561
42990,381,7778,144,129,5067,13499
20539,50,348,32,93,360,883
3468,164,6304,125,129,2121,8843
1827,11283,82290,8636,5377,90137,197723
869,265,13844,215,124,4080,18528
9053,43,602,35,63,614,1357
13307,45,193,44,117,447,846
37537,50,1126,21,44,533,1774
32543,166,1007,62,78,948,2261
40244,4,78,7,22,87,198
43774,1,77,3,10,25,116
40272,1127,6276,413,508,9896,18220
50421,0,0,0,0,890,890
17165,29,279,16,50,226,600
354,422,4024,337,693,3242,8718
6513,41,646,26,58,458,1229
605,335,2272,389,541,3131,6668
2124,550,23995,489,544,9226,34804
42946,174,1162,56,212,385,1989
1794,111,2637,80,55,1401,4284
462,1008,72504,490,319,10510,84831
13309,50,3558,29,55,510,4202
34529,589,3266,319,308,1909,6391
32574,662,26263,386,177,9622,37110
41261,1169,14194,514,518,2641,19036
8246,1954,193898,792,558,18156,215358
11857,25,121,18,81,213,458
1030,1014,67502,637,539,19251,88943
36119,150,2267,54,84,1295,3850
38611,10,85,7,45,53,200
8689,39,1677,12,55,623,2406
29135,16,202,8,39,168,433
2474,89,1362,52,57,958,2518
2260,72,772,82,95,971,1992
33929,2923,119759,1007,609,31431,155729
29361,34,26,3,67,103,233
7856,12,95,9,47,205,368
49501,464,571,150,115,2771,4071
22859,554,24686,393,225,7959,33817
35699,25,33,13,52,61,184
12001,384,12902,354,369,6583,20592
4479,117,764,69,83,525,1558
7526,19,95,13,87,144,358
28989,19,228,6,37,111,401
36835,13,299,9,37,120,478
35409,8,218,2,35,53,316
31753,19,60,9,79,105,272
