character_id,people_id
30071,158
31616,158
24977,158
4321,158
17080,158
3745,158
14044,158
13756,158
5503,158
2063,158
12743,158
17080,158
25590,158
20004,158
2565,158
7319,158
19554,158
2565,158
5503,158
13870,158
22825,158
31074,158
3745,158
21632,158
4158,158
13756,158
9354,158
2063,158
3745,158
4321,158
15067,158
19554,158
13430,158
7319,158
15489,158
9354,158
12984,158
18554,158
12644,158
12284,158
10372,158
2063,158
5503,158
3745,158
3745,158
90441,158
8489,158
2063,158
1539,158
5503,158
8426,158
26940,158
3064,158
90441,158
3745,158
4720,158
7246,158
2525,158
185941,158
185848,158
185767,158
185755,158
95129,158
2433,158
19587,158
19582,158
4171,158
5494,158
2565,158
2063,158
6383,158
