anime_id,score,rating_count,ranked,popularity,members,favorites
49952,6.45,127,,12832,580,2
27509,6.81,4514,,4903,12880,14
41945,N/A,,,17468,147,0
28419,5.20,302,,12779,590,0
5956,6.02,256,,12156,739,0
43447,N/A,,,18939,30,0
15391,5.70,10271,,3822,23446,109
21441,6.00,2211,,7792,4038,1
2929,7.30,1573,,7472,4534,10
1299,7.18,3730,,4237,18641,61
509,6.78,18262,,3092,35633,88
2312,6.29,1234,,8691,2853,13
5203,6.69,471,,10353,1511,2
37347,7.23,367221,,229,663406,1840
50518,N/A,,,19390,65,0
23327,8.26,77254,,1240,148208,1641
34762,5.49,112,,12109,749,0
48969,N/A,,,17679,154,0
34050,5.16,383,,11128,1095,1
29713,N/A,,,15848,236,3
39839,N/A,,,16047,232,0
39392,7.76,10017,,4055,20587,312
40305,6.14,848,,8728,2900,4
22733,6.20,1208,,7345,4734,7
1351,5.94,5389,,4530,15804,68
38495,N/A,,,17154,163,0
39250,6.71,391,,10846,1234,10
30052,N/A,,,16652,186,0
1864,6.93,2935,,5410,10054,26
16830,N/A,,,16441,197,0
6878,6.37,1064,,9798,1874,0
34006,5.95,1003,,3659,25658,54
10909,5.57,148,,13142,514,0
21707,6.52,419,,9623,2001,8
5874,5.17,346,,12455,665,0
40091,N/A,,,16961,182,0
2422,6.11,991,,8899,2664,0
7530,5.05,346,,11941,800,0
4731,5.13,399,,10483,1421,6
21507,5.91,89271,,992,187716,189
39709,6.28,435,,8836,2726,3
33571,N/A,,,15471,261,0
31513,4.79,327,,12945,552,1
26301,N/A,,,15952,229,0
39138,N/A,,,18082,96,0
37195,N/A,,,16927,174,0
9253,9.09,1156512,,13,2172099,166083
39030,6.63,77115,,1105,167544,216
19697,7.06,12899,,3305,31582,36
34792,7.41,15848,,2741,43885,165
49971,N/A,,,18981,31,0
38797,6.01,12193,,3516,27948,97
27,7.31,71093,,1081,169775,1240
35138,N/A,,,14642,323,1
484,7.33,4117,,5622,9132,17
42794,6.37,130,,13207,581,2
2231,6.68,736,,8193,3481,7
50075,N/A,,,18439,87,0
35727,6.95,6625,,4739,14085,70
33685,6.24,1878,,7043,5189,4
18655,7.17,5427,,4575,15408,94
34864,5.38,261,,11861,824,0
33910,5.44,335,,12662,617,0
6895,7.38,63223,,1189,155879,1850
47794,7.21,383,,9103,2437,40
8431,6.08,230,,11733,863,1
31833,4.91,249,,12986,543,0
30049,N/A,,,17527,137,1
2400,7.20,3697,,5132,11510,37
23031,N/A,,,13988,385,0
1352,7.17,9162,,3795,23865,146
344,7.36,3347,,5541,9474,63
43693,N/A,,,8821,2732,5
6741,6.72,1824,,7394,4647,5
37666,5.27,105,,14464,340,0
40223,N/A,,,16363,214,1
3729,5.61,1180,,8493,3076,6
29597,4.38,513,,11717,868,0
22563,N/A,,,14524,332,0
29910,6.33,172,,11248,1036,2
50738,N/A,,,19309,29708,111
43626,6.82,278,,11000,1151,4
12955,6.34,1649,,7590,4344,7
4967,5.51,267,,11661,889,0
3336,5.88,1087,,8466,3108,2
37472,N/A,,,15678,248,0
39314,6.19,322,,12738,601,0
34371,N/A,,,15685,248,0
5155,6.89,2959,,4824,13362,17
2456,6.39,855,,10033,1721,1
2246,8.43,72765,,701,269248,6663
13769,6.24,130,,12145,742,0
7477,6.40,399,,11626,899,3
6491,5.27,775,,10032,1721,7
3795,5.87,756,,8742,2815,11
4772,7.99,8800,,4124,19670,25
3466,7.58,17634,,3119,35118,20
23007,N/A,,,15147,282,1
49329,6.08,566,,9602,2011,7
49762,6.99,1132,,8773,2820,12
20529,5.82,105,,15059,288,0
15159,6.95,627,,9892,1814,2
49357,7.25,27374,,2456,65363,359
20977,7.40,21500,,3072,36142,6
34234,N/A,,,15966,227,0
29925,N/A,,,15811,237,0
20173,N/A,,,16069,221,0
11997,6.53,3152,,5817,8464,25
43648,N/A,,,19000,28,0
15201,7.23,42068,,1772,92522,61
41451,N/A,,,17847,123,0
49948,5.57,532,,11134,1387,0
34238,7.25,4044,,5929,8081,8
81,8.01,38616,,2099,71047,937
38163,5.94,9882,,3572,27275,68
18533,6.19,214,,12439,670,1
19297,4.73,1690,,8257,3377,1
32828,7.53,117478,,681,272917,1025
2039,6.71,474,,8991,2562,7
2656,7.31,3954,,6569,6239,4
2106,6.56,2321,,5448,9881,13
21935,N/A,,,15456,262,0
12809,N/A,,,14954,297,0
33541,4.73,1214,,8451,3126,1
5934,4.79,365,,11540,930,0
25265,4.99,452,,10410,1469,2
29767,5.13,108,,15184,280,0
10763,4.75,215,,12960,551,0
7497,4.61,508,,11276,1026,1
49501,5.75,277,,7910,4061,18
9893,7.28,4774,,4790,13665,103
33045,6.69,4206,,4887,12974,61
43258,N/A,,,18952,30,0
40334,6.31,1641,,6833,5842,1
22135,8.62,151560,,540,331335,13472
1409,6.54,1418,,7860,3934,7
21437,7.14,36553,,1946,79972,204
1796,7.08,3143,,5968,7958,29
33132,N/A,,,17153,158,0
11013,7.41,210931,,374,458573,3072
33148,6.00,370,,9881,1822,1
33903,5.81,573,,9476,2115,2
41590,7.39,9710,,3616,27871,59
14077,6.11,2393,,5401,10078,3
2299,6.57,734,,9656,1977,1
2330,7.36,5517,,5069,11959,58
2669,6.94,3138,,7168,5007,2
17104,N/A,,,16396,200,0
39551,8.41,359910,,223,684879,9115
9135,7.28,89100,,1093,168507,140
39531,7.00,11521,,3002,37823,81
31235,N/A,,,12710,604,0
25669,6.21,894,,8703,2843,4
713,7.24,31089,,2377,57841,113
5375,6.15,391,,11212,1052,1
2937,7.07,7008,,4505,16044,25
2377,6.37,981,,8570,2995,14
38668,8.07,201651,,423,415041,6230
49475,N/A,,,18543,62,0
33419,6.60,6816,,4560,15508,19
42780,N/A,,,17929,116,0
8993,4.53,428,,11030,1139,1
42844,N/A,,,18427,77,0
41159,N/A,,,18181,93,0
30533,6.77,5981,,5252,10837,16
34531,N/A,,,17980,104,0
125,6.46,14825,,3219,33259,21
2324,6.31,4078,,5471,9783,38
43672,N/A,,,19173,23,0
4819,5.46,317,,11161,1081,0
17295,5.87,161,,12548,644,2
14235,5.36,138,,14422,342,0
4451,6.10,669,,9459,2128,3
16718,6.49,892,,8224,3417,0
40407,N/A,,,18077,102,0
1858,7.28,9573,,3468,28641,111
10717,7.60,17234,,3086,35747,39
32676,N/A,,,15597,254,0
35370,6.54,5770,,4993,12385,12
30948,5.23,11641,,3264,32348,21
1451,4.70,2017,,7777,4060,2
10521,7.84,139227,,780,242683,436
33038,6.26,442,,7072,5130,8
44406,7.63,2125,,4406,17030,111
39588,6.23,359,,10184,1634,1
40756,N/A,,,15155,338,0
16804,N/A,,,14635,325,0
31327,7.34,54485,,1549,110292,75
31298,6.98,4329,,5014,12273,12
2958,6.01,1723,,7221,4908,6
40589,N/A,,,18501,60,0
696,7.43,30569,,2124,69813,536
25983,N/A,,,14950,298,0
163,6.48,3195,,6267,7004,16
48392,5.28,218,,11699,1020,3
3501,6.81,1340,,7310,4779,3
3820,5.65,1577,,8574,2990,1
48875,N/A,,,10704,1354,20
771,6.65,2095,,6277,6952,17
37755,6.33,1192,,7187,4980,3
42639,N/A,,,18212,89,0
10351,6.85,2606,,6908,5488,6
6989,N/A,,,12694,606,2
39223,6.21,262,,9415,2225,16
4664,7.23,3667,,5196,11125,7
41853,5.51,594,,11527,993,2
37539,N/A,,,16094,223,1
25605,N/A,,,16893,173,0
42316,N/A,,,17783,131,0
39680,6.25,1066,,8315,3319,14
50207,6.97,143,,11835,831,12
1478,7.51,2599,,6567,6229,4
49992,N/A,,,18680,46,1
1955,5.98,1015,,9328,2244,0
6811,8.21,122245,,758,248009,1950
9324,5.51,833,,9749,1917,0
35092,N/A,,,18201,87,0
2753,7.76,3192,,5249,10854,24
12781,N/A,,,15121,285,1
25103,5.27,105,,15762,241,0
37441,7.48,28961,,2045,73895,57
35745,5.64,116,,12542,645,2
4009,5.79,603,,9212,2346,3
47811,6.08,329,,11153,1255,0
1343,5.46,3927,,6102,7546,4
35511,N/A,,,16594,189,1
50392,N/A,,,7431,8690,61
3762,5.97,279,,11559,921,1
1435,6.97,5941,,5114,11671,26
35459,7.26,88896,,1065,172574,190
40112,6.05,155,,14213,392,2
5886,6.05,113,,13146,514,1
28155,6.51,11244,,3359,30448,31
31426,5.35,667,,9587,2024,0
2813,7.36,2690,,6968,5348,48
248,6.64,50247,,1596,106421,225
50079,N/A,,,18420,82,0
36393,N/A,,,17646,130,1
31501,4.31,437,,12158,737,0
2943,6.23,1619,,7243,4877,15
46971,6.54,2251,,7141,7930,9
15377,6.73,38318,,1797,90800,80
16347,6.30,1014,,9712,1935,0
32065,6.00,486,,10826,1233,1
1357,6.96,5407,,4873,13054,12
38353,4.81,168,,14459,338,1
41602,6.27,372,,11690,908,1
17624,N/A,,,14999,296,3
20035,7.09,9574,,3867,22836,16
40140,5.42,316,,13119,546,1
30902,7.78,26118,,2577,49665,82
3670,7.07,2961,,5932,8084,30
47728,N/A,,,18489,69,0
4822,5.15,148,,12362,689,0
24743,5.57,568,,9822,1859,1
42909,N/A,,,18084,103,0
23063,4.53,769,,10207,1614,3
45780,N/A,,,19381,36,0
30752,N/A,,,15268,275,0
49094,N/A,,,17421,162,0
32559,N/A,,,16873,173,0
3137,7.06,1479,,7736,4110,14
23289,7.87,442404,,154,818723,10089
34279,7.23,104671,,720,261346,1109
41025,8.42,196834,,261,638339,10771
32856,5.39,174,,14634,324,0
11791,6.04,151,,13424,463,1
15095,6.20,394,,9982,1752,0
1093,6.71,304,,8801,2762,15
11665,8.65,95443,,864,218334,1846
40974,7.20,49663,,1604,110981,667
28547,N/A,,,17050,163,0
1225,6.93,6746,,4823,13369,35
41574,5.71,3201,,5105,12044,21
33077,N/A,,,16615,188,0
2537,6.03,283,,10456,1442,1
8767,6.79,1178,,8003,3743,3
6511,6.42,802,,9236,2327,0
36622,5.45,149,,14742,317,0
50488,N/A,,,11241,1043,6
40721,5.47,239,,13997,401,1
17419,6.65,2750,,5705,8841,6
6872,6.05,1009,,8585,2981,3
4390,5.11,621,,10889,1203,0
4034,5.24,634,,9895,1812,3
34328,N/A,,,15475,262,0
8496,5.79,392,,11593,913,2
2362,4.96,413,,9359,2219,4
35677,8.19,40733,,1561,109170,1941
43004,N/A,,,18112,101,1
41070,6.10,155,,13898,411,1
3048,6.26,1831,,7239,4889,26
12661,6.37,873,,10430,1458,1
2232,4.98,370,,11370,990,3
8213,5.76,215,,12340,698,0
14059,6.67,466,,10161,1639,2
33028,7.42,150273,,670,277679,2182
5260,N/A,,,14363,345,0
2771,6.34,218,,9893,1813,2
40863,N/A,,,17894,120,0
44078,N/A,,,13643,455,0
38322,N/A,,,18018,102,0
268,8.02,168788,,589,307000,4409
684,6.53,2053,,7022,5229,3
7779,6.14,181,,11723,865,1
42485,N/A,,,12139,768,0
29403,N/A,,,17052,163,0
37956,7.67,79483,,1213,152741,1045
47800,N/A,,,18816,43,0
42959,6.35,3936,,5188,11566,18
35517,N/A,,,13542,444,0
4732,5.95,1466,,7551,4399,13
1961,7.66,9716,,4009,21136,182
1865,6.27,1825,,6131,7444,13
42654,N/A,,,17654,141,1
29755,7.96,28040,,1969,78279,95
1418,7.58,4229,,5563,9406,16
1731,7.16,21691,,2578,49678,134
4147,5.69,1369,,8523,3033,12
890,7.82,4891,,4245,18532,297
32146,N/A,,,14073,376,0
50563,N/A,,,17376,147,0
22459,N/A,,,14646,322,0
29902,4.60,360,,12484,659,0
13431,N/A,,,13282,487,1
288,6.74,62567,,1689,100237,334
29927,6.76,634,,9813,1862,4
26449,6.72,14102,,3128,34940,52
49645,N/A,,,18529,68,0
41189,6.17,638,,9412,2238,2
22491,5.90,111,,14110,371,0
44071,7.00,386,,10700,1415,10
9751,7.59,17562,,2948,38854,116
29764,5.23,130,,12912,560,1
2625,6.74,827,,9918,1801,1
39994,N/A,,,17292,160,0
41490,N/A,,,17602,140,1
29351,N/A,,,16552,190,1
2957,5.83,970,,8781,2778,4
17549,7.95,149622,,469,375912,5607
109,6.80,27581,,2211,65541,219
15211,N/A,,,13047,533,0
12449,6.18,12565,,3442,29172,17
42519,7.36,15219,,3289,33461,31
48426,N/A,,,10141,1750,4
71,7.62,219159,,381,450017,4128
49612,N/A,,,9038,3042,12
40363,4.96,129,,15968,239,0
10263,6.11,1907,,7983,3775,11
8532,7.55,13596,,3542,27415,97
43515,N/A,,,19217,25,0
36066,N/A,,,16120,217,0
2595,6.89,15078,,3132,34888,36
35028,7.14,5906,,4770,13817,77
49057,N/A,,,18562,59,0
7375,6.87,10331,,3836,23174,3
39381,N/A,,,18165,90,1
6758,7.22,14336,,2351,59050,186
7759,6.18,1383,,7695,4175,6
16936,5.67,2026,,7838,3969,1
41873,N/A,,,16178,258,0
36280,4.21,225,,13533,446,1
37545,5.26,210,,13671,430,0
13029,6.68,599,,9106,2434,6
7029,4.55,534,,11391,984,0
14629,6.68,2811,,7004,5263,5
38043,5.27,113,,16303,208,0
1468,6.11,7719,,4561,15531,33
48439,6.59,292,,13286,559,3
32897,N/A,,,15002,294,0
411,7.27,29318,,2102,70866,312
41211,5.71,442,,10068,1752,0
37207,6.81,1959,,5510,9639,18
13851,7.56,63721,,1450,119959,201
625,5.49,907,,8776,2779,0
36483,6.70,3668,,4863,13141,52
24159,N/A,,,14262,358,0
13505,N/A,,,15171,280,0
45537,N/A,,,18708,39,0
29803,7.92,764713,,72,1298719,21028
3309,5.24,765,,9370,2208,1
20381,6.15,249,,11418,968,1
48628,N/A,,,17850,135,0
4411,6.61,417,,10562,1373,4
41412,N/A,,,17878,121,0
41744,5.66,120,,16314,225,0
1558,6.03,1542,,8070,3648,20
7956,N/A,,,13379,470,0
28347,4.92,179,,13588,439,1
5568,5.37,910,,8661,2891,5
3695,4.88,230,,11701,872,1
15771,7.82,38387,,1896,83801,411
18055,7.63,26983,,2359,58533,186
13825,N/A,,,14680,320,1
38075,N/A,,,16582,191,0
50482,N/A,,,19360,52,0
49014,6.35,175,,13612,480,4
3006,7.27,1445,,7583,4363,44
5742,6.40,838,,9741,1921,1
39405,N/A,,,18302,77,0
6199,6.65,1292,,8267,3365,6
29583,7.22,9438,,3931,22036,6
9566,6.16,773,,10424,1461,2
3190,6.34,448,,10911,1193,1
10308,6.57,15833,,2776,42928,59
23319,7.36,17213,,2986,38039,25
39427,N/A,,,18324,75,0
29768,4.71,413,,12162,736,0
49305,6.89,192,,12317,699,0
29397,5.13,118,,15225,277,0
36815,5.59,108,,12278,714,1
37994,6.16,19297,,1993,77351,144
31129,N/A,,,17061,163,0
27899,7.03,1037535,,45,1542664,9804
5420,8.33,17693,,1997,76879,1416
29711,N/A,,,16300,206,1
21327,7.55,132025,,652,284359,1155
40483,7.01,79030,,1152,165680,457
1366,7.81,27055,,2701,45589,29
39575,7.82,92310,,777,244142,1381
3210,6.95,23376,,2831,41728,100
26327,N/A,,,16449,197,1
36888,5.63,181,,13123,517,0
37865,5.76,564,,10191,1632,0
21737,7.43,2141,,7046,5185,1
12823,7.02,6707,,4223,18743,11
43450,N/A,,,19182,25,0
1810,6.44,13258,,2886,40381,91
8995,7.44,8816,,3882,22709,51
29834,5.86,132,,12683,612,0
24403,N/A,,,13517,448,0
6472,6.13,282,,10061,1697,6
9056,4.17,3858,,6598,6156,6
5929,7.15,310,,10393,1478,2
40656,7.21,2139,,6605,6445,4
19587,N/A,,,14149,369,2
32818,N/A,,,15534,257,0
50302,N/A,,,19298,63,0
282,7.28,4519,,4511,15997,73
41236,6.96,2200,,6678,5985,37
48962,7.08,247,,8869,2689,22
3000,7.21,2746,,5740,8726,6
43544,N/A,,,19068,26,0
10824,6.82,1105,,8184,3481,2
6447,N/A,,,12607,629,1
40606,6.13,120,,15025,347,0
33305,6.74,260,,10842,1227,5
2636,5.99,117,,13866,399,0
41097,N/A,,,18007,103,0
13859,6.19,17859,,2926,39572,25
40608,5.75,6773,,3461,28722,153
6553,7.45,14946,,3232,33081,66
518,6.81,1550,,6302,6915,23
29926,5.22,138,,14528,332,0
4752,7.14,204963,,528,338440,2510
38032,6.25,1410,,7781,4080,15
22641,N/A,,,15666,249,0
30218,6.45,996,,8094,3606,3
32233,7.42,1436,,9245,2319,14
35610,5.74,150,,13836,402,0
32143,N/A,,,14301,355,0
7550,6.27,2350,,6534,6302,2
28573,N/A,,,17808,118,0
380,7.15,11298,,3985,21411,49
2335,7.13,3631,,5881,8228,39
14075,7.94,233794,,310,544344,6301
1249,6.94,3567,,5236,10906,31
12483,6.21,625,,10502,1410,6
33756,N/A,,,11646,892,0
1535,8.63,2272209,,2,3298246,150345
40430,4.97,113,,16083,239,0
48736,8.33,101195,,405,432734,5932
42249,8.24,352925,,163,854458,21328
5493,7.51,5540,,4979,12478,12
32473,N/A,,,16778,179,0
49351,N/A,,,18678,66,0
3278,6.15,156,,12223,722,0
46694,N/A,,,18674,44,0
7374,5.40,188,,11850,828,0
32943,5.79,231,,12493,659,0
12861,N/A,,,15265,276,0
6973,6.85,10838,,2799,42333,50
48038,N/A,,,19127,26,0
30204,N/A,,,14875,303,0
32993,6.45,2120,,7503,4485,3
30060,N/A,,,16340,203,0
11203,N/A,,,14744,315,1
24439,7.62,328086,,175,751902,6732
9385,5.86,227,,12135,746,1
8464,4.58,458,,10810,1241,3
1005,6.59,5286,,5051,12077,26
13455,N/A,,,14486,336,2
43233,N/A,,,18889,31,0
22901,6.38,1319,,8020,3715,6
38878,N/A,,,18017,103,0
2117,7.13,6123,,5224,10991,12
5546,5.11,189,,12091,756,2
12711,7.20,50843,,1624,104792,528
29932,4.91,349,,12368,688,0
12035,6.70,2098,,6631,6076,24
23065,4.90,344,,12046,773,0
469,7.13,84578,,1112,166305,720
31439,5.39,12241,,3302,31606,33
33988,7.57,190908,,477,371488,1402
5454,6.44,7880,,3793,23873,29
43241,N/A,,,18946,28,0
3956,7.19,20460,,2874,40525,50
36919,6.30,889,,9849,1853,2
36270,N/A,,,18118,93,0
23375,5.32,200,,10155,1639,4
33184,5.81,4414,,3888,22605,42
9515,6.62,173351,,671,276779,315
2619,6.57,3427,,5889,8209,22
37867,N/A,,,16301,208,0
39102,N/A,,,15259,276,0
47025,N/A,,,18723,37,0
6377,7.89,36724,,1707,98230,219
3252,4.86,285,,11921,803,1
49592,N/A,,,10126,1659,2
31196,6.64,4294,,5584,9317,15
48894,N/A,,,18393,75,0
31139,4.77,4522,,5418,9975,3
5157,5.85,505,,9383,2193,1
32889,5.53,121,,14538,331,0
29936,6.84,184,,11415,972,7
49070,N/A,,,18540,62,0
18283,N/A,,,16276,206,0
48067,N/A,,,18950,30,0
49861,7.12,398,,12583,917,12
50673,6.85,1147,,8133,3554,3
48116,N/A,,,18137,92,0
693,6.18,2862,,5707,8843,3
40329,6.83,287,,10877,1299,3
36970,N/A,,,17903,113,0
35680,N/A,,,11201,1057,0
18643,5.58,176,,13002,541,1
8965,6.26,404,,10766,1267,1
33051,8.23,64168,,1473,117083,1365
5693,N/A,,,14489,336,0
7836,5.75,108,,12654,619,1
30417,N/A,,,14447,340,0
36114,5.39,113,,16078,220,0
30334,5.15,172,,14058,378,0
5192,N/A,,,13742,415,0
3399,6.26,417,,9347,2226,2
3834,6.01,188,,12731,599,1
24625,7.22,21739,,2931,39406,104
36573,N/A,,,16194,215,0
3176,5.78,164,,10253,1581,1
27503,5.76,3791,,5259,10812,7
42206,7.03,1253,,7437,4885,17
8142,7.79,75533,,1066,172580,1110
39936,6.70,108,,14419,364,3
26347,N/A,,,14968,296,0
2233,6.29,385,,11107,1103,5
36950,7.10,22804,,2562,50422,57
19627,N/A,,,13569,444,0
6937,5.03,341,,11194,1067,0
42291,6.28,205,,11392,1019,1
45262,N/A,,,18696,38,0
4025,5.88,424,,10812,1238,5
347,6.63,2605,,6201,7247,13
1542,6.12,2208,,5667,8962,25
6688,6.08,204,,11839,827,0
18197,4.98,164,,12316,698,0
48857,N/A,,,10258,3048,7
1021,7.36,3381,,5015,12275,106
36743,4.94,154,,15016,294,0
50634,N/A,,,11681,881,1
42366,N/A,,,18371,81,0
48965,N/A,,,17649,155,0
48844,N/A,,,17436,162,1
17100,N/A,,,15718,246,1
33003,6.97,58201,,1269,143636,613
6201,6.72,102649,,942,201408,343
113,7.36,8517,,3908,22450,116
1172,7.82,27425,,2548,50662,209
35327,7.34,4570,,5566,9387,43
11701,7.29,105134,,1052,174506,155
5211,6.04,1379,,7630,4266,10
3832,4.94,172,,12500,657,0
37618,7.29,5843,,4390,17228,106
8078,6.82,6326,,4939,12720,3
41694,7.54,53972,,1013,187151,406
36934,7.40,22708,,2250,63397,275
20971,6.41,9043,,3703,25071,33
21639,6.71,24003,,2453,55025,443
20353,5.88,117,,11381,991,2
898,7.04,80748,,1394,127378,51
13679,6.65,1726,,7537,4438,6
30091,5.63,36483,,1642,103302,122
32757,5.63,137,,15328,271,0
7337,7.09,31784,,2420,56392,196
49987,6.21,474,,10063,1700,8
38147,N/A,,,14038,379,1
8643,5.47,225,,10375,1497,3
41116,N/A,,,18273,84,0
691,7.49,2879,,4333,17682,97
48481,6.71,249,,7882,4062,35
41494,N/A,,,18343,77,0
42027,N/A,,,18173,112,0
16636,6.22,8538,,3890,22582,11
24703,7.43,443865,,208,701843,3693
10390,6.36,2182,,6058,7660,3
26199,N/A,,,16555,191,0
50739,N/A,,,19290,5510,111
39123,N/A,,,18179,88,0
38549,6.26,602,,10309,1547,9
29928,N/A,,,15510,259,1
48992,6.68,115,,15633,315,2
6217,6.91,2252,,7605,4315,5
1662,6.23,1005,,8758,2801,1
37384,5.59,249,,13544,448,0
39097,N/A,,,16636,189,0
41504,N/A,,,17100,173,0
32145,N/A,,,14791,310,0
32422,6.19,184,,13487,452,2
50012,N/A,,,12807,958,1
43201,5.70,104,,16732,200,0
39629,N/A,,,13112,524,1
36144,7.15,19406,,2166,67785,115
39321,5.70,147,,15517,261,1
10464,7.36,32824,,2184,66931,87
22101,7.63,123168,,694,271141,1790
50258,N/A,,,13722,488,1
4833,4.25,468,,10526,1398,2
30242,6.52,2416,,6245,7069,21
14045,5.83,12905,,3364,30385,18
32122,8.11,14179,,3396,29795,31
48941,7.29,3088,,5283,12390,92
42359,6.83,300,,8935,2884,8
1182,6.62,3987,,5228,10974,41
10527,6.30,720,,9558,2054,2
39255,N/A,,,18211,85,0
8492,N/A,,,15886,231,1
34754,6.70,283,,9310,2257,10
48034,N/A,,,19092,28,0
6073,5.39,128,,12951,550,1
12281,6.97,11583,,3582,26921,17
3392,7.45,12279,,3939,21991,76
26319,N/A,,,17615,132,0
49994,N/A,,,18197,106,0
22523,N/A,,,16661,186,0
10304,N/A,,,13340,477,0
10684,N/A,,,15080,286,1
5277,7.31,121347,,860,219519,479
40567,N/A,,,12985,560,3
7877,7.47,1138,,8105,3601,15
3231,7.14,25012,,2405,56835,108
40683,5.78,255,,13434,496,1
34908,5.47,184,,14228,361,1
614,6.35,2316,,5789,8570,9
3372,N/A,,,15185,278,0
39763,N/A,,,10339,1624,1
42969,N/A,,,17881,123,0
23933,4.70,852,,9458,2132,0
9773,6.35,491,,10609,1350,4
5812,4.68,612,,11118,1097,0
40832,N/A,,,16762,191,0
11135,7.59,34332,,2080,71572,456
31690,N/A,,,16170,214,0
1490,7.11,2589,,5260,10819,41
3776,6.48,304,,11788,845,1
1792,6.91,3160,,5155,11402,29
40702,N/A,,,17273,162,0
34577,7.65,590299,,116,966548,3740
39678,6.16,154,,10832,1235,2
40800,N/A,,,17658,137,0
22325,N/A,,,15927,230,0
48697,7.37,1872,,7755,4835,38
17787,5.97,651,,9981,1755,1
38129,N/A,,,16622,192,0
8310,7.78,26616,,2235,63986,313
2491,6.70,800,,9433,2159,0
10444,7.10,12850,,3717,24879,43
1350,6.54,4722,,4588,15273,25
3317,6.85,279,,11002,1152,7
1643,5.78,652,,10104,1679,2
2262,5.13,2475,,7251,4867,2
29437,6.98,1383,,8011,3731,0
37646,6.43,1443,,8417,3176,7
36807,N/A,,,17826,118,0
32801,7.06,81012,,1206,153095,131
3175,6.10,454,,10756,1270,2
35148,N/A,,,18133,92,0
3936,6.05,329,,11228,1042,3
24901,4.95,163,,14693,319,0
21101,N/A,,,16199,213,0
38729,N/A,,,15986,229,0
24833,8.10,956324,,34,1668291,25681
30892,N/A,,,14620,324,0
33997,6.77,1147,,7868,3921,3
49124,N/A,,,18579,82,0
32420,N/A,,,17500,138,0
25461,5.37,266,,12918,558,0
8278,6.14,3100,,6135,7415,7
28657,3.62,605,,11253,1033,2
36633,7.17,154452,,586,309408,1494
9734,7.84,63076,,1538,111544,196
8476,7.45,44649,,1524,112414,371
20189,6.11,153,,12851,571,0
39891,N/A,,,17754,126,0
10245,N/A,,,14259,358,0
23835,5.58,902,,10103,1677,2
4461,6.09,1049,,9605,2009,1
50360,N/A,,,2505,52963,180
34990,N/A,,,16270,208,0
5464,6.75,6247,,4482,16269,67
37065,4.70,203,,14079,375,0
39152,N/A,,,18320,75,0
31689,3.85,621,,11278,1026,0
32778,4.77,182,,14441,340,0
22999,N/A,,,14783,311,0
8152,5.99,216,,11582,917,0
28883,6.21,36439,,1780,91996,73
42845,N/A,,,18126,108,0
48250,N/A,,,17439,141,0
40722,N/A,,,5844,8378,27
35033,5.41,101,,15282,274,0
45600,6.18,117,,12956,612,3
31015,N/A,,,17858,115,0
35965,7.00,1994,,7430,4594,5
16586,N/A,,,13868,400,0
31965,5.80,188,,11786,844,2
41282,5.55,1197,,8720,2962,3
39388,6.88,25266,,2042,74126,265
39597,7.58,348354,,263,602681,3195
12995,5.87,3014,,5942,8053,13
3267,5.55,140,,11334,1001,1
13511,N/A,,,15516,257,0
36135,5.54,107,,10055,1703,0
2195,5.86,891,,8795,2764,1
36090,5.43,123,,15450,262,0
16526,N/A,,,14421,344,0
7449,5.29,179,,13994,383,0
30211,4.73,194,,13882,399,0
36736,N/A,,,17594,133,2
33004,7.29,13838,,3139,34784,41
1023,8.01,31508,,2323,60005,331
18753,7.59,145546,,797,236139,455
32855,5.20,156,,14514,333,1
34678,5.88,722,,9994,1744,0
33087,6.34,273,,7944,3821,6
34933,7.27,730844,,82,1215736,9152
442,7.11,159602,,733,257438,251
35790,8.02,759775,,78,1257990,24064
42179,N/A,,,17455,151,0
9949,N/A,,,15922,229,0
891,6.75,30081,,2447,55290,30
16552,N/A,,,15616,253,0
1775,5.58,1208,,6528,6326,10
2633,6.44,540,,10542,1387,0
37438,6.31,6888,,3680,25475,29
31056,6.92,14600,,3237,32976,19
40679,6.15,31962,,1765,95751,325
35587,6.01,134,,15418,264,2
28097,N/A,,,15703,246,1
43238,N/A,,,18984,26,0
50038,N/A,,,18252,125,0
34176,7.07,105871,,820,227886,499
493,7.06,6982,,4814,13440,30
34539,5.60,4249,,4985,12427,36
38471,5.35,146,,13949,392,0
43497,N/A,,,19185,25,0
1754,6.47,1377,,8601,2960,2
7458,6.08,1643,,7220,4911,12
6555,6.29,2287,,6544,6275,0
29897,5.44,156,,14266,357,0
27411,7.45,15005,,2761,43221,69
36293,5.24,112,,15935,230,0
32595,5.61,34079,,1769,92625,102
36539,7.27,14532,,3441,29258,27
12403,7.84,92308,,1109,166620,886
34438,7.89,30938,,1881,85014,164
12225,6.85,789,,9384,2196,2
35542,N/A,,,13984,386,2
36549,N/A,,,16571,191,0
33071,7.66,70396,,1324,135862,280
4524,5.99,521,,10135,1667,6
32383,6.52,1938,,6725,5896,7
49386,7.34,372,,11387,1219,5
38677,6.17,510,,8300,3351,9
21363,6.72,1946,,6781,5741,40
10197,6.67,13079,,3621,26266,77
2448,8.00,10189,,3559,27242,41
33390,5.52,256,,10398,1472,2
22757,5.60,117,,11686,881,0
32239,6.57,3449,,5923,8097,47
12337,6.06,180,,11784,847,0
51083,7.40,167,,11574,926,3
