anime_id,score,rating_count,ranked,popularity,members,favorites
14835,7.20,7645,,4419,16925,14
34304,6.85,433,,10303,1550,2
42925,N/A,,,18207,90,0
23405,6.74,3252,,5002,12324,7
4244,6.24,144,,11250,1035,3
8500,5.98,523,,9894,1811,1
27965,N/A,,,16532,192,0
38700,5.23,151,,14925,301,0
19505,N/A,,,13197,501,1
35350,N/A,,,17583,134,1
41137,6.30,136,,11600,942,0
38877,N/A,,,17901,113,0
1243,6.76,8659,,3446,29095,59
4926,7.08,820,,9237,2324,0
18045,6.86,18518,,3130,34908,13
19029,6.27,5276,,5067,11975,3
28765,5.22,296,,13025,537,0
32402,N/A,,,13921,393,2
31002,N/A,,,17575,134,0
3053,6.84,5308,,5802,8528,32
37520,8.23,466867,,119,960467,15623
10294,7.32,24300,,2097,71062,118
33866,4.86,176,,14612,325,0
463,7.17,38326,,2169,67741,24
42950,6.85,233,,10811,1306,4
40348,5.49,387,,11518,982,5
35611,N/A,,,17411,143,0
48023,N/A,,,18716,42,0
9342,3.03,1933,,8082,3634,11
26145,N/A,,,17473,140,0
30912,6.10,1188,,8483,3086,0
5923,6.03,143,,11602,910,1
10218,7.72,125499,,972,193299,832
2727,5.73,875,,8765,2793,3
46488,N/A,,,8811,3061,6
24975,5.71,556,,9522,2075,1
38050,6.93,2603,,6431,6582,5
27757,5.59,235,,12452,667,0
396,7.69,13227,,3347,30670,252
34821,5.96,1397,,7856,3939,4
17543,6.36,1510,,7819,3997,8
47989,N/A,,,18901,35,0
41054,N/A,,,17484,152,0
34825,6.97,67098,,1133,163781,308
32221,N/A,,,14870,305,1
34494,7.39,38125,,1330,134464,470
43656,N/A,,,18725,38,0
48772,N/A,,,16818,241,0
37584,5.71,3760,,3955,21795,29
50418,5.72,164,,10478,1423,11
50622,6.43,980,,9854,1838,16
38763,4.58,129,,15805,242,0
32547,7.84,20809,,2812,42152,33
43504,N/A,,,19152,24,0
9825,N/A,,,15163,281,0
3837,6.92,616,,9093,2447,9
35586,N/A,,,12816,581,3
25053,N/A,,,14113,373,1
8367,6.74,2051,,7986,3772,3
24109,5.87,405,,12376,686,0
998,7.02,9109,,3591,26744,110
5713,7.50,14801,,3501,28125,10
3065,6.28,578,,10041,1711,3
17671,N/A,,,12979,542,1
3057,6.51,7239,,4337,17664,27
43013,6.76,1857,,7729,4381,10
3674,7.43,5908,,4551,15585,8
13307,5.69,115,,11804,844,5
23061,5.59,325,,11957,799,1
34757,6.03,149,,12765,594,0
35446,6.81,3465,,5721,8801,56
44571,N/A,,,16711,214,0
1813,7.64,28107,,2646,47591,28
31251,8.04,97740,,954,197406,2592
1915,7.63,23713,,2575,49832,549
1217,6.33,3744,,6085,7585,7
48313,N/A,,,17596,149,0
38813,5.35,142,,15446,265,0
33393,6.50,1886,,7166,4999,10
18525,7.01,3464,,5670,8962,69
7176,6.46,1321,,8391,3197,2
33985,5.49,35291,,1721,96591,107
12359,5.76,127,,13735,417,1
3428,5.36,474,,10477,1422,6
40301,N/A,,,15691,262,0
15547,6.41,1433,,8640,2921,11
24455,7.14,155716,,584,308967,907
29733,N/A,,,16874,173,1
6219,7.00,1747,,6447,6515,14
3839,6.39,187,,11771,853,0
934,7.91,343572,,194,721431,19431
36840,5.58,12309,,3081,35984,104
25897,6.73,3911,,5172,11235,21
2348,5.40,904,,8975,2580,6
49470,N/A,,,8299,16541,149
29517,6.00,639,,9909,1803,1
984,6.75,24011,,2729,44643,14
39151,N/A,,,18193,87,0
40403,5.79,3053,,4502,16395,24
15139,5.36,156,,13737,416,1
9326,5.77,1002,,8212,3444,7
36226,6.16,147,,12106,750,2
50710,N/A,,,19327,8580,51
1457,6.89,4497,,4195,19030,108
21009,5.71,2831,,6168,7353,5
20725,5.12,201,,14066,376,0
43634,N/A,,,18767,37,2
31665,7.47,27947,,2617,48617,17
50466,N/A,,,18612,61,0
11789,5.44,187,,13445,460,1
50111,N/A,,,19288,132,0
37626,4.94,249,,13412,465,0
34622,5.81,228,,11761,854,1
35780,4.87,831,,8696,2849,5
36510,5.33,25895,,1901,83501,94
41379,5.95,4591,,2929,44225,118
14675,6.30,741,,8637,2926,0
26141,N/A,,,16318,205,0
31621,6.55,23016,,2675,46627,41
35368,N/A,,,17624,132,0
33661,6.64,952,,9247,2312,6
40660,5.23,149,,13850,413,0
16331,6.40,4353,,5983,7895,6
10686,7.16,36163,,2149,68459,28
29053,5.04,127,,15461,261,0
3420,7.47,28832,,1886,84494,343
35035,N/A,,,17396,144,1
5290,7.41,2196,,7331,4757,14
5630,7.78,234353,,331,517259,4020
35450,4.67,238,,13289,485,1
9959,7.10,190,,10480,1422,2
253,7.82,12397,,3308,31543,376
9741,5.55,10441,,3877,22766,39
5469,5.80,926,,9908,1802,2
28853,6.20,1853,,7154,5012,1
8362,7.24,3802,,6565,6244,5
27375,N/A,,,14249,358,0
5684,7.34,5152,,4703,14345,136
22893,N/A,,,11959,799,0
38145,7.74,73305,,1143,162904,1059
307,5.98,405,,11093,1112,3
33882,N/A,,,13170,508,0
2470,6.94,1846,,7185,4971,5
6153,7.14,2824,,6541,6274,11
13675,6.11,2762,,7032,5213,2
35206,6.79,836,,9008,2548,3
4052,6.65,8870,,4317,17788,12
42736,N/A,,,18158,96,0
21435,7.55,11852,,3443,29144,130
17623,N/A,,,14865,304,1
42837,N/A,,,18386,75,0
2345,5.31,738,,9426,2162,1
6012,6.04,173,,11556,920,0
21053,N/A,,,14627,324,0
18179,7.95,99664,,910,207087,2163
35020,N/A,,,18044,99,0
1650,7.58,5922,,3775,24176,171
44001,N/A,,,18460,66,0
30447,N/A,,,16154,215,0
2412,5.74,1651,,7643,4247,10
11161,6.84,14776,,3505,28074,5
40983,6.00,119,,12184,750,1
33536,4.77,196,,13614,434,0
13821,N/A,,,14340,350,0
50594,N/A,,,19316,8779,73
25057,N/A,,,16345,203,0
35387,5.42,158,,14681,320,0
4452,5.32,287,,11944,801,0
3675,5.68,566,,9977,1757,3
17619,N/A,,,13767,413,0
36289,7.03,1076,,9439,2149,4
14317,6.47,3780,,6379,6711,3
8394,6.87,1665,,6789,5717,13
75,7.28,12987,,2746,43741,251
8465,6.69,23722,,2663,47081,21
3875,6.49,446,,10599,1355,2
32224,N/A,,,16677,185,0
49825,6.44,128,,16162,279,1
5460,8.22,29477,,2516,52249,60
8523,5.00,179,,12663,618,0
2592,5.11,3054,,6361,6754,7
37852,N/A,,,16380,201,0
45627,N/A,,,18298,91,1
2934,6.39,235,,8705,2848,4
2804,6.53,564,,9142,2406,7
683,6.36,881,,9616,2004,1
1492,6.96,3235,,5039,12169,33
34911,N/A,,,16070,220,0
13299,5.53,229,,12029,777,0
2010,6.53,1687,,7520,4455,3
37442,7.73,28884,,2027,75199,87
6686,6.60,1787,,6879,5532,12
1460,6.28,1590,,7933,3843,6
27651,6.22,105,,12344,692,0
43228,N/A,,,18884,35,0
32760,5.60,207,,14063,376,0
36531,6.78,390,,8431,3169,22
38768,6.31,12963,,3646,25964,21
3008,6.68,1849,,7444,4585,17
40877,N/A,,,17366,153,0
13373,5.74,2401,,7538,4431,0
183,7.38,5933,,4852,13208,74
39359,N/A,,,16614,188,0
40304,N/A,,,17609,141,0
8192,N/A,,,15788,237,0
48442,N/A,,,10661,1355,12
9426,N/A,,,14180,363,1
36125,7.56,10841,,4309,17854,33
8853,N/A,,,12505,655,0
49613,N/A,,,9538,2500,14
43512,N/A,,,19058,27,0
17811,5.65,2114,,7771,4062,0
39760,6.55,271,,12359,748,0
179,6.65,2242,,7014,5248,3
3947,6.35,147,,11448,959,2
31953,7.58,179204,,455,386832,2705
8752,5.43,165,,14657,321,0
18343,7.00,4680,,5085,11857,8
1358,7.21,10832,,4196,18982,102
8194,6.22,175,,11379,986,2
10572,6.80,32086,,2005,76354,179
49718,N/A,,,12313,791,3
40765,N/A,,,16957,192,0
26149,N/A,,,17359,146,0
29863,6.25,345,,10791,1250,2
37446,5.71,69590,,1174,159513,267
46630,N/A,,,13685,465,1
35242,N/A,,,16588,189,0
8952,5.12,827,,10313,1535,0
1115,5.69,1477,,8118,3589,3
21867,7.77,5771,,5150,11407,7
37328,N/A,,,11548,928,2
613,7.14,1588,,6816,5676,25
44084,6.45,109,,16519,234,2
254,7.81,6390,,5107,11690,22
855,7.29,49999,,1393,127363,1700
48904,N/A,,,18367,85,0
9127,6.78,735,,8789,2764,1
33925,6.40,135,,12045,772,0
264,8.27,68161,,1526,112413,184
1837,6.81,1839,,6920,5444,12
28171,8.19,857116,,52,1438232,22561
664,7.27,15731,,2869,40599,37
31884,7.18,3086,,5181,11194,80
41487,8.31,222819,,372,493897,9039
39063,5.79,38920,,1217,151937,186
43609,7.56,72844,,1219,158479,404
39137,N/A,,,18264,81,0
41471,6.77,135,,5568,9406,16
37798,N/A,,,16937,170,1
34153,4.97,182,,13469,455,0
5118,7.47,47052,,1745,94711,336
32059,5.08,210,,12776,593,0
37594,5.69,129,,15737,246,0
6124,N/A,,,14582,327,1
38091,6.11,7807,,3763,24328,34
6297,6.52,319,,11764,851,3
33157,7.42,11169,,3367,30269,26
4130,5.53,9293,,3776,24146,32
36409,5.41,276,,10625,1341,6
40139,6.23,138,,14767,330,0
303,6.90,8920,,4017,20959,27
29107,4.67,192,,14062,375,0
41632,6.09,142,,10995,1195,3
11857,N/A,,,13462,458,0
34712,7.18,89149,,945,200267,879
31933,8.50,596007,,132,888967,32478
33400,5.50,114,,15828,236,0
23475,5.94,759,,9192,2364,1
3125,7.13,1796,,5940,8065,38
5553,5.31,190,,12127,746,1
9650,5.42,252,,12396,678,0
33485,N/A,,,16488,195,1
44002,N/A,,,18321,86,0
21973,N/A,,,15555,256,0
3063,5.44,679,,9660,1973,3
1102,4.50,1666,,8071,3647,3
11005,5.96,17337,,2905,39965,44
6229,6.45,241,,9110,2433,7
33209,7.54,5078,,4965,12534,21
1771,6.54,628,,9627,2000,0
33338,7.51,32782,,2303,60674,44
919,6.62,3476,,4891,12977,12
39872,5.63,408,,12308,730,0
39091,N/A,,,18210,85,0
33,8.52,268130,,332,516431,21100
22993,N/A,,,15801,238,0
35124,N/A,,,18096,95,1
32666,N/A,,,15592,254,0
50909,N/A,,,19338,51,0
49078,N/A,,,18213,104,0
2852,6.84,5006,,4967,12546,47
2574,5.89,650,,10160,1635,4
40752,7.18,20627,,1963,82000,491
5306,7.47,12690,,3377,30102,73
11341,7.21,7140,,4375,17265,67
4197,6.53,6665,,4517,15941,17
47997,N/A,,,19054,31,0
8889,4.87,539,,10624,1346,3
22535,8.35,962125,,41,1577952,30019
1555,7.04,14026,,3123,34996,90
455,7.53,6809,,3386,29974,272
9662,5.28,183,,11846,829,0
41115,N/A,,,16455,208,0
38771,5.03,101,,16187,217,0
33558,7.25,30944,,2370,58091,25
34595,5.30,464,,11489,943,1
22433,7.26,33468,,1854,86526,192
18689,8.11,94194,,883,213248,4061
7862,5.49,406,,11179,1069,1
47614,7.01,436,,10414,1638,11
4541,5.82,713,,9723,1930,2
34532,6.19,1573,,5515,9574,7
1584,6.90,1050,,8890,2671,3
46324,N/A,,,18664,42,0
17113,7.03,2206,,7949,3819,3
39626,N/A,,,18381,68,0
49877,N/A,,,2300,69520,464
48583,9.14,171854,,217,691359,18844
2978,7.35,3584,,5624,9122,80
34240,8.31,202499,,600,301494,2350
48789,N/A,,,18121,110,0
42248,N/A,,,17537,150,0
3486,6.92,566,,8954,2611,11
2728,6.75,1509,,9174,2373,3
46310,N/A,,,18768,35,0
35629,5.41,18089,,2660,47139,86
39356,N/A,,,14674,324,0
4849,5.44,731,,8682,2868,0
8333,5.61,560,,11233,1039,0
4548,6.81,31457,,1298,139924,203
11531,7.57,17985,,3102,35459,28
48554,7.38,1005,,10171,1876,7
16740,6.30,880,,9191,2361,0
21875,5.28,575,,10760,1267,0
30158,N/A,,,16468,195,0
1596,5.28,2309,,6536,6293,8
37408,4.86,944,,8612,2958,1
35800,5.72,386,,12183,729,0
41766,N/A,,,18051,105,0
48090,N/A,,,18825,35,0
32160,7.02,1170,,8508,3054,4
30375,6.89,14886,,2805,42255,242
21495,6.39,2762,,5506,9631,14
4508,6.57,1864,,6462,6501,3
29451,5.23,147,,15143,282,0
44218,7.69,832,,9449,2457,36
40180,6.26,754,,10049,1740,1
30411,N/A,,,13477,454,0
1989,5.64,1381,,9101,2441,0
6325,7.33,101682,,1040,177611,102
10851,5.91,36952,,2108,70548,646
5097,7.12,6403,,4761,13919,46
45764,N/A,,,18800,36,0
30264,5.74,191,,13222,495,1
3735,6.42,307,,10735,1284,1
17733,5.80,124,,11631,898,1
3942,5.29,442,,10257,1577,4
2541,5.38,741,,9366,2208,7
29846,N/A,,,13667,425,0
12467,7.24,119071,,731,257681,2449
35338,7.36,58232,,1600,105991,108
3890,4.83,451,,10535,1388,4
40484,N/A,,,15749,259,0
1581,6.59,12819,,3382,30071,26
30327,4.80,207,,13818,406,0
43660,N/A,,,19267,23,0
10074,6.71,2986,,6411,6606,3
13727,6.78,3257,,5755,8677,3
481,7.46,209936,,515,345906,3932
2647,6.38,209,,12963,550,0
3580,5.63,696,,9326,2245,4
33759,6.32,132,,13485,452,2
9885,N/A,,,14029,381,0
25609,N/A,,,15827,236,0
32739,4.65,979,,8621,2945,4
31583,5.21,138,,14201,363,1
34393,4.75,8481,,3762,24303,37
31436,N/A,,,16516,192,0
48083,N/A,,,18962,29,0
17209,5.69,134,,14636,324,1
40109,7.10,467,,8477,3180,3
4596,7.59,13600,,2973,38320,45
33300,N/A,,,15412,265,1
35492,4.96,330,,12538,647,0
36351,N/A,,,17469,140,0
30328,4.59,222,,13636,431,0
38999,7.29,13807,,3639,26026,17
9744,4.79,4897,,5415,10000,17
34872,N/A,,,14951,297,0
30915,6.82,16634,,3070,36213,28
17445,N/A,,,13916,392,0
36288,4.35,491,,7481,4515,1
197,6.52,9304,,3829,23311,43
11711,N/A,,,17175,156,1
35576,N/A,,,16513,193,0
50480,N/A,,,18536,151,0
11441,7.12,11295,,3704,25057,33
36889,6.82,4228,,5668,9030,63
21653,6.89,36513,,2054,73150,54
6759,N/A,,,14931,299,1
9367,6.84,156352,,619,295708,1059
26289,N/A,,,16808,177,0
49848,5.91,635,,8684,3153,3
10714,7.45,18243,,3166,34221,16
10336,7.08,14754,,2810,42180,88
9013,6.98,366,,10657,1319,1
48604,6.19,361,,12133,782,0
35626,7.34,5545,,4853,13177,123
41212,5.05,391,,10665,1382,3
11507,6.55,4985,,5171,11245,9
49989,6.48,334,,11546,1935,3
36629,6.29,1107,,7385,4695,2
1947,5.75,318,,9816,1859,2
4640,6.24,237,,10881,1208,2
5311,6.29,417,,10712,1292,4
42737,N/A,,,14036,476,1
8749,N/A,,,15982,225,0
2820,7.29,714,,9664,1968,16
5194,6.91,5212,,4908,12860,43
42149,N/A,,,15048,306,0
9390,6.29,199,,12754,594,0
39619,7.70,3321,,5530,9562,41
734,6.65,3062,,6422,6583,7
17353,5.03,188,,11361,996,2
3468,7.33,4249,,5712,8835,6
18311,N/A,,,16427,198,0
33010,6.39,32895,,1461,118213,211
3219,7.08,3223,,6488,6438,0
1818,7.75,285670,,259,603876,7680
25809,N/A,,,15005,293,0
29673,5.21,174,,13787,410,0
316,6.14,1881,,7071,5128,16
48332,N/A,,,18448,69,0
3836,6.70,920,,8904,2666,7
27927,5.38,5053,,4662,14627,5
51132,N/A,,,18955,24,0
31509,N/A,,,17712,126,0
31072,5.79,496,,9521,2076,3
13349,7.46,7437,,3580,26959,105
5551,4.70,174,,12790,589,0
5201,6.43,346,,11620,903,3
36073,N/A,,,13683,422,1
38770,7.84,11568,,3919,22363,53
32625,6.70,4129,,4972,12519,8
43501,N/A,,,18969,30,0
41160,N/A,,,18253,87,0
33855,5.46,345,,9738,1923,1
30651,6.78,2283,,6327,6837,25
48675,N/A,,,2851,52545,771
11491,6.66,23523,,2555,50436,24
884,6.86,8753,,4365,17370,29
3516,5.03,242,,12686,610,1
50074,N/A,,,17743,159,1
7908,5.21,189,,11812,837,0
43020,6.32,194,,13927,416,1
1470,7.92,18467,,2196,66488,820
22627,N/A,,,15341,270,0
4209,6.45,1904,,6891,5513,5
37535,5.26,122,,15198,282,0
42754,5.21,166,,14615,343,9
14213,6.06,110,,12868,572,4
35154,N/A,,,18155,90,0
39281,5.47,264,,13476,458,1
2626,6.20,511,,10797,1248,0
48128,N/A,,,18481,71,0
20441,6.44,221,,11868,823,0
5369,6.25,3905,,6128,7448,5
39049,7.41,12019,,3373,30286,66
3976,5.62,1489,,7870,3929,10
49661,7.50,522,,9480,2545,11
29731,5.09,190,,13372,470,0
16650,N/A,,,13879,397,1
31763,6.63,26253,,2209,65591,70
301,6.30,2394,,6416,6600,8
18759,N/A,,,14064,378,0
37599,6.57,9596,,3284,32154,52
9924,6.48,2513,,6779,5744,1
508,6.97,19785,,2509,52422,226
38741,7.30,947,,8536,3055,20
34845,N/A,,,15147,282,0
30863,4.56,288,,12852,575,0
23233,6.74,314381,,273,584035,1775
5575,5.22,207,,11999,783,1
19099,6.66,3627,,5999,7844,4
26261,N/A,,,16837,175,1
33937,5.14,215,,13194,502,0
30173,5.74,161,,12670,614,4
7500,N/A,,,14481,334,0
37730,N/A,,,16196,216,0
42297,N/A,,,17261,175,0
19705,N/A,,,16211,212,0
2645,6.37,489,,10746,1271,0
44075,N/A,,,13348,500,0
43463,N/A,,,19249,25,0
30981,N/A,,,17235,153,0
4799,5.72,598,,9517,2086,4
34414,7.49,55719,,1506,114008,334
35329,5.05,582,,9740,1920,0
34167,6.71,1426,,6454,6502,10
13757,6.46,3429,,5565,9400,2
40036,N/A,,,13201,513,1
43413,5.55,131,,12254,742,0
39431,5.98,162,,14318,357,0
9098,5.90,392,,9899,1809,0
33037,6.91,6996,,3690,25239,186
31563,N/A,,,14151,368,1
37529,N/A,,,16416,204,0
46420,7.13,12691,,2686,51173,217
19635,5.87,1467,,7907,3879,3
31618,5.46,696,,9830,1854,0
29615,4.37,582,,11365,994,0
39572,6.43,142,,10722,1293,2
34014,N/A,,,15545,256,1
4604,5.27,469,,10064,1701,2
29987,N/A,,,16351,202,0
48971,N/A,,,17129,192,0
18691,7.20,4868,,4728,14143,96
20987,6.55,1843,,5678,8919,2
2577,7.25,3042,,6186,7310,50
9070,N/A,,,14356,348,1
4173,6.48,1302,,7832,3984,1
13917,5.07,710,,9211,2347,1
2668,7.00,2227,,7820,3997,1
28591,4.62,378,,12305,700,0
29705,6.51,3821,,5570,9373,20
4719,6.15,30667,,1851,86676,155
35285,6.87,2600,,6047,7703,0
35913,N/A,,,17087,161,1
7177,N/A,,,13539,445,1
31851,6.49,2330,,6094,7562,5
29307,5.22,139,,12459,666,3
1983,7.18,1718,,7529,4444,4
43343,N/A,,,19115,24,0
26443,6.32,56104,,1288,141433,231
16397,6.20,40336,,1557,109626,134
39540,N/A,,,17747,123,0
34656,5.32,278,,13101,522,0
45587,5.16,2393,,6734,6215,32
37437,N/A,,,8613,2963,2
495,6.68,5828,,4180,19069,43
2290,6.48,4121,,6126,7465,4
36774,4.76,318,,12315,702,0
37675,7.92,435631,,203,711284,4604
40914,6.74,434,,12273,765,2
793,7.95,31365,,2317,60375,110
5772,6.40,20779,,2984,38112,27
42962,N/A,,,2025,79799,257
3527,5.42,718,,9567,2043,5
36163,N/A,,,15576,254,0
49505,6.16,6602,,3628,26137,150
30046,5.62,142,,14917,300,0
9322,7.28,13265,,3397,29794,250
39856,4.99,217,,14283,374,1
49079,N/A,,,15468,261,4
46119,5.78,124,,11670,965,1
11759,7.26,345354,,230,657341,3743
10581,5.98,2595,,6619,6090,2
5084,7.21,4876,,4800,13564,20
40155,N/A,,,16541,192,0
6735,6.51,458,,10193,1627,2
39429,6.72,419,,9271,2300,5
36942,6.28,332,,10081,1688,0
16530,6.14,116,,12498,659,3
28495,7.25,2704,,5217,11007,7
30398,4.79,142,,14998,294,0
49966,N/A,,,19080,28,0
5347,6.46,6014,,4896,12936,28
43532,N/A,,,17973,111,0
50425,N/A,,,9107,3632,47
31593,6.44,2275,,5211,11049,8
18319,N/A,,,15720,245,0
23187,N/A,,,14045,378,1
17681,6.29,9769,,3596,26626,34
6885,6.56,2717,,6867,5550,2
40763,6.97,3398,,4987,12750,46
39957,6.12,135,,14787,328,0
38426,6.91,2147,,6265,7035,10
2088,4.37,976,,9238,2330,1
34756,N/A,,,16093,219,0
38018,N/A,,,13827,404,0
3500,N/A,,,14754,313,0
50435,5.98,176,,11570,926,1
36778,6.10,146,,15389,269,0
2208,5.62,466,,10283,1558,0
37341,7.55,21168,,2696,46019,70
1638,6.80,1695,,7800,4029,8
17651,6.40,18036,,2543,50793,116
11887,7.78,374301,,176,747765,7548
8438,6.42,3549,,5715,8824,2
25667,7.11,8196,,4225,18740,106
18819,N/A,,,14187,364,1
34862,5.79,208,,11911,808,0
8153,6.05,169,,12084,760,1
42414,5.75,1306,,6401,6858,28
17901,7.23,9451,,4430,16857,48
17157,6.47,25380,,2647,47617,122
23761,5.77,1076,,8154,3530,5
8719,5.20,204,,13792,406,0
8937,7.56,224035,,418,415459,1696
29223,6.61,4392,,4749,13985,11
31498,5.63,13315,,3371,30204,32
12185,N/A,,,16210,212,0
33702,6.24,400,,10281,1558,7
3900,6.36,307,,9758,1909,3
40102,6.06,14985,,3099,36469,66
22541,5.66,115,,13518,449,0
3092,7.55,130764,,807,232330,4310
41807,N/A,,,11403,1010,4
9242,6.00,266,,12017,779,0
7113,6.83,3157,,6492,6430,7
35140,N/A,,,14526,332,0
46299,N/A,,,18672,41,0
704,6.71,5724,,4893,12944,3
39046,6.09,106,,11875,822,1
34340,N/A,,,17301,149,0
39001,5.33,375,,12682,614,0
40700,6.80,2444,,6997,5589,26
10459,N/A,,,11463,954,0
33827,N/A,,,17833,116,1
1385,5.85,1520,,7881,3911,9
33125,5.46,3298,,5995,7848,32
29893,7.91,9134,,3780,24094,94
34383,5.35,58547,,1302,139389,265
34280,6.81,317995,,292,566544,2004
5209,6.25,1904,,6583,6208,20
9014,6.05,19822,,2950,38831,105
37194,N/A,,,17166,157,0
40266,6.99,1236,,7457,4694,20
19887,N/A,,,15069,288,0
3587,5.50,699,,9544,2063,3
915,7.22,6916,,4769,13835,231
49590,N/A,,,4980,13474,38
14749,6.97,252559,,350,486915,1647
170,8.53,106183,,763,246653,5929
31402,5.70,1543,,7302,4789,16
3385,6.19,1250,,8039,3679,11
13619,6.59,2063,,6581,6206,2
42432,6.36,174,,14497,350,1
35785,5.55,112,,15515,258,0
45528,N/A,,,18683,41,0
7518,5.66,819,,10533,1388,1
6093,6.25,166,,11353,999,2
7724,7.75,225728,,322,530941,7403
41158,N/A,,,18102,98,0
16762,7.33,203581,,556,323919,571
6468,6.35,261,,11275,1025,2
35198,7.75,23939,,2175,67342,118
34784,7.17,4595,,4747,14017,7
858,5.85,1011,,7580,4362,3
34117,6.47,270,,13117,518,1
36108,6.42,12611,,2821,41949,43
31101,6.07,2548,,6497,6418,18
42378,6.29,131,,15879,258,0
35425,7.20,1213,,5708,8834,12
3738,7.08,2997,,7380,4674,2
27561,N/A,,,16108,219,1
50421,N/A,,,12820,879,3
22145,8.08,185521,,498,352877,3293
33670,N/A,,,14896,302,0
41072,5.96,165,,13782,430,2
47987,N/A,,,19205,26,0
37714,N/A,,,17259,153,0
36407,6.60,261724,,369,460726,2385
1003,7.52,13552,,3667,25558,42
37672,6.27,1291,,8350,3244,6
43538,N/A,,,19254,24,0
25193,N/A,,,17108,160,0
22147,7.48,311156,,280,578651,2413
2316,6.65,432,,9846,1845,7
10481,5.95,175,,12001,785,1
45196,7.25,573,,10486,1593,21
9991,5.71,238,,12198,726,0
10348,6.78,4129,,6032,7744,18
2408,7.29,2399,,7079,5126,14
30289,5.78,213,,13293,483,1
19217,5.42,568,,11344,999,2
34937,6.34,2093,,7237,4888,21
12259,5.80,183,,12975,549,0
39348,N/A,,,17073,166,0
34504,7.85,20453,,2532,51158,76
33199,N/A,,,15349,269,2
38732,7.21,2627,,6863,5598,63
37992,5.72,15028,,3023,37471,78
36810,N/A,,,17672,129,0
30107,N/A,,,16650,186,0
14893,6.67,32234,,2326,59786,28
32344,4.93,205,,14310,354,0
36513,7.62,9401,,3560,27326,132
3274,6.05,229,,11658,893,0
40373,N/A,,,17482,144,0
31486,7.15,1262,,7895,3891,4
10924,6.33,5143,,4578,15403,14
34248,N/A,,,17402,144,0
6150,N/A,,,14664,320,0
37029,7.85,9930,,3708,25048,43
2777,3.47,621,,10388,1480,1
31113,6.18,844,,8678,2870,2
47405,7.42,583,,7795,4026,43
6978,5.51,545,,10311,1541,2
10323,N/A,,,14183,365,0
10249,6.92,14775,,3075,36039,33
2122,6.84,2016,,7611,4306,1
7266,6.34,2746,,6273,6977,10
29716,5.85,103,,12621,624,0
20391,6.49,1130,,8526,3039,0
32806,7.25,1091,,8510,3047,4
14511,7.67,23112,,2504,53018,71
48770,N/A,,,14840,334,4
831,7.07,8738,,3953,21811,120
23595,5.53,194,,11571,920,0
42629,7.45,3538,,6474,7112,16
43344,N/A,,,19045,26,0
40089,N/A,,,13583,447,0
30922,6.12,1494,,8262,3370,6
1549,6.80,1305,,7741,4105,3
36180,5.34,162,,14930,299,0
6267,N/A,,,12660,615,1
39273,N/A,,,16563,195,0
39147,N/A,,,18305,76,0
31694,N/A,,,17036,164,0
17823,4.68,176,,12217,722,0
35668,N/A,,,16865,174,0
32660,N/A,,,14214,362,1
35095,N/A,,,17208,154,0
426,6.09,5753,,4722,14176,18
47163,N/A,,,6028,17511,114
42422,7.08,402,,10170,1734,4
12187,7.47,25262,,2735,44102,10
37359,N/A,,,14077,376,0
31510,N/A,,,16391,201,0
43369,N/A,,,18940,30,0
5712,7.49,2490,,6841,5623,16
41383,N/A,,,13176,530,0
35988,6.50,7210,,3630,26105,74
34406,4.71,164,,14273,356,0
41074,6.40,9291,,2598,49788,178
4240,6.63,370,,9520,2080,13
22165,4.45,300,,12777,590,0
16706,8.03,174533,,583,309170,1923
41568,5.79,233,,11440,996,3
38970,5.68,158,,14475,343,1
39566,N/A,,,16113,219,0
38976,5.45,127,,15086,290,0
18693,7.09,4926,,4982,12466,57
42903,N/A,,,18068,102,0
37873,7.78,9560,,4234,18722,136
18589,N/A,,,14472,336,1
30014,7.08,32289,,1812,89674,287
7124,6.14,132,,13625,433,1
2654,7.18,2541,,7505,4488,1
23079,5.42,72630,,1190,155780,207
50103,N/A,,,19303,26,0
49827,N/A,,,8934,2628,6
36606,5.52,608,,10473,1434,3
42346,N/A,,,18033,109,0
41709,N/A,,,17666,145,0
32935,8.80,656106,,110,996025,14064
4136,6.72,5478,,4501,16068,19
34467,5.76,13092,,3656,25684,9
12321,7.00,10780,,3905,22480,29
2837,5.49,498,,10507,1406,0
2749,6.67,284,,11564,919,3
39541,N/A,,,17797,119,0
9055,7.15,13881,,2914,39886,126
50416,N/A,,,11675,1664,2
33564,5.64,2045,,6083,7588,18
27399,N/A,,,14533,331,1
35972,7.55,186725,,415,418871,4449
3458,5.71,107,,12949,551,0
6970,6.12,150,,11826,832,3
42938,9.06,128247,,627,316900,14677
37959,7.74,16443,,3258,32630,41
3758,6.02,229,,12564,637,0
24459,7.38,19405,,2860,40872,57
22175,4.81,220,,13370,471,1
48954,N/A,,,11239,1040,4
28563,N/A,,,17111,160,0
48549,N/A,,,2601,78780,212
2433,6.96,3631,,5825,8447,56
40406,N/A,,,17933,113,0
36002,N/A,,,16176,214,0
3155,6.21,235,,12599,631,0
882,6.80,13233,,3525,27663,63
34399,6.48,2253,,6530,6314,27
18099,6.64,11520,,3978,21489,5
40508,N/A,,,16202,220,1
36701,N/A,,,15942,228,0
39128,N/A,,,18227,84,0
34078,N/A,,,16878,173,0
21493,6.07,210,,12799,587,0
